internal1	127.0
internal6	36.0
internal8	7.0
internal5	6.0
internal2	3.0
SM200303_4_076	12.0
SM200303_4_088	13.0
internal3	5.0
SM200303_4_015	25.0
SM200303_4_063	18.0
internal7	8.0
SM200303_4_087	22.0
internal4	8.0
SM200303_4_028	19.0
SM200303_4_040	19.0
SM200303_4_016	6.0
SM200303_4_039	27.0
