S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,gene
35.1891,70.2926,57.9919,177.4089,72.0141,158.5439,177.7961,232.0564,84.7567,77.1496,60.3136,167.2713,70.2115,90.209,73.7923,119.5589,45.3292,80.1568,72.9114,91.6645,C13orf29
194.8529,668.257,240.5943,486.0026,257.6112,393.2463,298.9832,253.1924,267.8053,250.2945,166.121,355.9049,348.7074,376.7877,281.4758,286.1288,221.3374,274.3142,213.1646,404.9847,C13orf31
48.8445,136.1323,14.3781,191.0807,43.3255,269.6683,70.349,308.2343,544.9565,215.5477,115.4575,416.7674,48.4724,173.8174,127.0445,240.859,30.6279,254.0078,11.6456,113.3829,C13orf33
42.1954,83.8263,33.1225,98.584,52.5351,97.526,68.7249,152.4527,45.7686,59.1372,46.6,73.1116,53.4548,83.3498,57.1206,49.2281,40.5636,55.4827,37.519,96.3116,C13orf34
418.0672,499.0458,328.301,519.2057,367.096,373.608,367.6834,472.9194,292.9423,399.2933,285.7143,444.9819,306.1105,542.9043,301.2552,538.0151,302.6034,478.803,322.5316,323.5406,C13orf37
20.4832,9.542,9.3027,2.6042,16.3642,3.8319,14.0148,3.0823,14.5021,7.6561,7.4617,2.4184,8.8132,2.2002,7.6569,0,13.2353,1.0688,7.5797,0.6388,C13orf38
410.7143,377.8626,489.3362,318.0339,473.0679,287.8697,641.9346,272.1268,492.1044,540.0471,571.4286,344.6191,528.7897,504.4004,423.7353,343.0064,498.6217,290.7018,396.4557,311.4038,C14orf101
290.9664,150.4453,261.6822,159.1797,333.7237,273.9792,391.5911,131.2197,288.1083,283.8634,336.3777,308.7465,333.1375,264.0264,306.5804,202.5537,361.0005,234.414,327.5949,230.9179,C14orf102
471.6387,194.0204,459.6214,141.6016,284.5433,202.6105,306.4029,169.0885,261.6822,217.3145,263.3121,219.2664,279.0834,182.6183,272.3469,187.4637,310.3624,216.9576,271.3924,175.9831,C14orf104
3239.496,1804.389,2419.363,770.1823,2035.129,691.6537,1678.483,289.7402,1275.862,981.7432,1577.805,590.4877,1763.514,1566.557,1351.464,739.9884,1689.433,1389.027,1793.418,1329.295,C14orf105
161.7647,360.687,135.1546,410.1562,194.3794,258.1727,154.7128,216.2043,271.6726,464.9588,218.163,459.8952,324.0306,345.9846,290.2244,295.415,215.2118,203.7763,166.5823,303.0997,C14orf106
532.0378,510.8142,461.0592,214.8438,402.2248,353.4906,533.9379,554.8217,303.5772,295.6419,349.4744,197.0979,354.8766,186.4686,299.7337,185.1422,392.4451,330.6021,438.481,265.7313,C14orf109
236.3445,283.3969,208.9624,200.5208,248.2436,170.0395,178.8953,137.8247,170.8024,236.4547,244.0117,188.2306,255.8754,234.3234,192.0882,114.3355,206.2277,90.8443,198.481,132.8656,C14orf118
1216.912,1036.578,1012.221,653.3203,781.0304,1277.452,981.3135,1294.584,881.0828,769.7291,684.1289,836.3563,774.3831,561.6062,850.5135,687.7539,704.0327,836.4802,734.1772,708.4038,C14orf119
415.1261,247.3123,302.8613,119.4596,267.6347,237.8541,283.6026,221.4003,241.6951,208.7132,256.7327,148.9601,256.2221,186.8372,236.0822,161.7702,273.0291,211.7314,228.9316,200.6942,C14orf126
89.2857,93.8295,77.1627,43.9453,113.5831,59.3941,119.8131,41.3915,89.2684,103.3569,71.3424,71.7453,89.0129,55.0055,90.9091,90.5398,98.4176,66.6192,108.3544,76.3339,C14orf128
749.4748,619.2748,601.4857,251.6276,518.7354,632.7386,644.133,618.2299,537.222,224.3816,393.9342,345.0222,436.5452,300.8801,511.9817,277.4231,394.8954,404.3463,410.1266,488.3451,C14orf129
300.4202,152.3537,239.6358,299.8047,405.7377,280.206,423.7428,183.1792,443.4418,53.5925,844.3908,201.5316,511.4571,487.8988,287.9422,106.7905,427.5651,67.6879,395.443,117.8544,C14orf132
944.3277,951.972,793.1943,737.6302,1390.515,695.0066,1034.35,719.0665,1015.791,1018.846,1104.256,842.4023,1214.454,893.8394,1449.601,990.1335,1181.419,700.3919,1419.241,715.4304,C14orf135
104.5168,122.7735,80.9969,73.2422,87.2365,86.6962,88.211,106.1207,59.942,62.4264,65.828,101.975,88.4254,66.5567,79.4979,64.4225,67.3813,73.7442,83.038,63.2389,C14orf138
40.9664,57.57,94.4165,86.263,73.7705,137.9476,12.0912,60.7662,66.3874,113.3687,46.8723,219.6695,75.7932,107.2607,58.197,70.8067,44.1041,61.9879,57.7215,72.1818,C14orf139
564.0756,345.7379,413.132,145.5078,213.1148,213.1481,466.3369,402.4659,213.3419,257.6561,257.7977,141.8783,237.3678,178.2178,209.205,149.1584,245.8397,200.57,274.9367,181.7321,C14orf142
71.9538,89.3766,59.4297,42.6432,60.3044,81.4274,49.7389,77.9392,52.5298,55.3592,55.1439,46.7553,59.0482,51.7052,57.0559,54.556,71.8734,68.7567,71.8987,47.5889,C14orf143
27.8361,64.5674,21.5672,55.6641,52.6932,79.5114,37.3729,46.6755,56.7193,80.6832,49.6295,56.0258,73.443,66.5567,65.4241,73.7086,42.879,35.6252,37.9747,59.0869,C14orf145
989.4958,781.4885,1290.199,718.099,912.7635,919.1714,1077.494,915.4557,909.7647,674.0283,860.934,715.8404,899.8237,666.1166,826.55,655.2525,896.3757,812.9676,840.5063,629.1955,C14orf147
340.8613,257.6336,254.4932,198.8932,265.808,335.7682,68.975,203.4346,179.5037,128.3863,177.1498,164.0468,195.3584,111.1111,127.4249,134.6489,184.9923,268.9704,194.4304,94.2196,C14orf149
575.4307,451.2087,516.1754,282.64,376.8677,651.2992,457.5433,822.5451,396.0683,704.4906,348.6541,397.6219,312.6322,252.6953,385.0856,540.4875,352.8004,525.9458,404.319,312.7197,C14orf153
648.1092,638.3588,589.504,367.513,514.0515,894.2642,458.6425,865.2576,407.67,507.6561,401.5165,384.1193,337.2503,280.5281,450.7417,535.1132,506.3808,805.8425,491.1392,409.1367,C14orf156
1471.113,1168.575,1651.57,796.5495,2151.054,1372.77,2274.251,933.0691,1750.886,1192.874,2375.668,1144.7,1708.578,1264.576,1841.385,1138.711,2159.469,1408.621,2359.494,1361.873,C14orf159
1674.37,1688.295,1457.944,1142.578,1325.527,2532.391,1830.723,2633.201,1335.804,1476.443,1265.552,1515.115,1294.36,1050.605,1369.342,1474.753,1367.228,2140.007,1321.519,1481.963,C14orf166
2337.799,722.834,2247.069,349.3815,1301.165,376.8363,869.4669,365.6363,924.689,957.4087,1408.647,646.4893,1399.856,739.4719,983.9254,504.1672,1713.711,603.5839,1339.205,423.819,C14orf167
138.1303,110.369,150.012,112.3047,194.9649,231.3495,338.2797,243.5051,174.3474,121.3192,203.6877,189.0367,207.9906,166.6667,233.1685,147.4173,174.3747,189.5262,194.9367,286.8109,C14orf169
71.9538,79.5165,44.093,27.3438,69.6721,23.4702,125.3092,14.531,44.1508,65.371,75.8229,34.2604,70.7991,35.2035,60.8596,70.8067,61.6641,55.5753,67.8481,61.9614,C14orf174
6.8277,25.7634,6.7098,15.9505,5.2693,23.4702,10.4424,62.9679,5.4786,31.2132,6.5483,19.7501,4.7004,6.0506,4.5645,28.4388,6.5339,31.7064,6.0759,15.3307,C14orf176
590.8613,473.9186,438.5334,287.4349,362.9977,609.7473,283.5944,555.262,333.5482,302.4146,235.0508,307.1342,251.4689,221.1221,301.6356,417.8758,300.5615,502.6719,323.038,448.7409,C14orf179
21.5336,27.6718,6.7098,2.6042,22.8337,1.9159,0.5496,3.5227,23.2034,44.4641,5.1697,25.393,17.0388,949.3949,24.3439,17.4115,5.7172,22.8001,14.1772,2.2357,C14orf180
38.3403,30.5344,23.4843,17.2526,40.3981,39.2767,33.2509,19.3747,26.426,29.7409,15.5092,18.5409,22.9142,12.6513,22.0616,23.2153,23.2772,13.5376,26.8354,23.6348,C14orf181
862.9202,522.5827,791.7565,277.3438,744.1452,774.039,1421.27,723.9102,802.127,492.0495,854.7303,517.5333,714.4536,506.6007,743.2484,749.2745,772.2307,809.0488,778.7342,723.4151,C14orf1
234.7689,246.8193,280.3738,244.1406,254.0984,177.7033,275.6252,167.7675,278.7625,407.5383,341.2028,249.4962,292.5969,366.3366,299.3534,237.3767,331.5978,210.5451,337.7215,214.6291,C14orf21
106.6176,94.7837,69.0151,86.263,98.9461,125.015,64.0286,120.6517,61.2311,95.4064,65.4834,91.4954,100.47,103.9604,80.639,94.0221,73.0985,92.9818,69.8734,63.8777,C14orf28
1832.458,952.2901,1447.4,497.0703,1121.194,1232.906,1054.685,1369.441,891.7177,668.139,887.1273,572.3499,825.2056,540.7041,822.3659,797.4463,886.9832,993.5875,995.443,713.8334,C14orf2
81.4076,37.8499,65.1809,23.4375,35.1288,16.7645,68.4254,23.7781,26.7483,47.7032,49.6295,22.9746,50.8226,41.8042,49.0681,42.368,60.439,27.0752,48.1013,20.1215,C14orf33
513.1303,22.2646,750.0599,98.9583,1478.337,67.5368,249.5191,33.0251,1972.929,75.3828,983.6292,49.1737,1057.873,321.7822,1420.312,21.8804,1185.911,85.5005,1299.747,103.4819,C14orf37
773.1092,1592.557,818.1165,963.8672,1149.297,1226.679,1232.482,923.8221,983.5643,1222.909,1263.829,2061.266,1389.835,1775.027,1472.803,1153.802,1012.353,1058.425,1141.772,1231.882,C14orf43
322.7574,332.8308,283.168,168.4245,247.8864,152.3506,262.4485,128.9432,231.9014,139.0253,265.8177,154.3289,264.8972,141.9582,248.41,175.3918,313.3885,153.6124,265.4532,277.868,C14orf45
16.2815,30.2163,58.4711,46.875,31.0304,32.5709,3.5724,13.21,59.942,74.7939,32.0524,72.9545,46.416,73.7074,39.9391,16.8311,29.4028,8.5501,26.3291,38.0072,C14orf49
1282.038,515.5852,1120.537,645.1823,1249.415,638.4864,2359.439,700.1321,1576.539,625.4417,1843.874,1162.838,1195.652,913.6414,1353.366,701.1027,1464.829,785.8924,1912.405,987.23,C14orf4
63.5504,1.9084,11.9818,5.2083,19.3208,2.3949,144.2704,0.8807,34.805,0.2945,51.3527,0.4031,19.0952,2.2002,24.7242,4.0627,28.1776,1.7813,34.9367,5.749,C14orf50
183.8235,193.7023,84.8311,130.5339,76.6979,96.7549,33.5257,132.5407,71.2214,229.9764,167.4996,94.7199,106.0517,84.7085,50.5896,186.303,149.464,162.0948,158.481,77.9308,C14orf64
146.5336,187.659,161.9938,83.6589,90.1639,196.8627,3.2976,57.2435,73.4773,239.9882,62.7262,187.8275,56.1105,90.7591,64.283,157.2838,107.8101,257.5704,69.3671,78.5696,C14orf73
399.1597,380.7252,245.8663,154.9479,271.6628,207.4003,297.884,106.561,256.2037,314.4876,229.1918,203.1439,192.7145,210.121,209.205,254.7882,268.7085,256.1454,219.7468,281.7007,C14orf79
25.2101,49.3003,24.4428,63.8021,22.8337,198.2996,77.7686,133.4214,54.1412,27.6796,27.2273,79.4035,27.027,46.2046,43.3625,42.368,24.0939,114.0007,37.9747,73.7788,C14orf80
199.5798,175.2545,114.0666,142.9036,182.0843,205.9634,218.7414,218.406,166.613,156.6549,174.0479,185.8122,145.4172,158.9659,156.3332,235.0551,180.5003,172.4261,174.6835,135.4208,C14orf93
1197.479,1308.842,1034.268,1540.365,1168.618,816.1897,1095.356,665.3457,1013.858,1698.174,1128.037,1217.654,1006.463,1307.481,1066.185,1453.279,1068.708,1417.171,1120,1129.997,C15orf17
34.6639,55.3435,34.0283,63.4766,38.0562,40.2347,21.1597,40.0705,28.6819,32.391,33.431,31.0359,20.8578,58.8559,34.6139,40.6268,24.5023,52.0128,35.9494,31.9389,C15orf21
160.1891,118.3206,133.7168,176.4323,87.822,169.0815,199.2306,276.5302,106.3487,86.8669,95.8125,99.1536,119.2714,82.5083,101.1792,105.0493,103.318,126.1133,99.2405,129.3524,C15orf23
1692.752,1551.527,1554.757,1627.279,1059.133,1394.324,1494.367,2119.771,1363.519,1292.403,1131.828,1063.281,1164.219,1076.458,1218.714,1496.227,1079.326,1795.155,1089.62,1781.549,C15orf24
86.6597,17.1756,93.4579,17.2526,84.3091,110.1664,38.4721,35.6671,101.8369,30.3298,69.2745,10.8827,48.4724,33.5534,67.326,6.9646,69.4232,39.1877,80,8.6235,C15orf27
381.3025,375,277.0189,310.2214,298.0094,238.5343,255.8395,275.2092,239.768,217.02,233.6722,272.8738,250,245.3245,273.488,179.3384,200.1021,194.5137,243.038,199.6179,C15orf29
98.0882,33.5178,65.6746,60.8431,51.1885,10.6335,65.6499,5.306,37.5604,40.7803,78.2009,24.7118,65.0411,25.44,43.1913,44.0279,69.366,30.1389,73.3114,27.873,C15orf33
21.5336,29.8982,7.6683,29.6224,11.1241,8.6217,54.6854,6.1647,6.1231,5.5948,21.3683,2.8214,9.1069,9.3509,9.1289,6.3842,16.7432,7.4813,11.1392,19.1633,C15orf34
98.4034,89.2748,141.5576,60.8236,39.7658,39.6264,48.1643,34.2096,47.3638,35.0265,57.8563,36.844,69.8913,52.8603,29.5055,17.2084,60.7044,44.3641,61.7772,52.3701,C15orf37
421.3025,314.6279,370.4673,408.8118,394.356,202.6679,384.0863,186.7459,427.0126,550.6684,385.6867,381.3019,394.7944,477.9978,402.0768,288.0035,389.611,232.5971,431.2456,344.7831,C15orf38
297.7941,772.2646,361.3707,792.3177,309.1335,1296.132,1003.847,616.0282,477.9246,612.4853,463.898,3166.465,409.2244,1041.254,634.4618,1287.87,378.9689,1007.125,267.3418,823.3837,C15orf39
481.7752,246.3899,344.3614,247.7214,295.6616,212.1902,287.1668,141.8626,208.5691,224.1549,350.5084,215.389,253.067,155.1155,231.647,189.7853,343.5222,216.5515,314.4304,241.7771,C15orf40
97.6891,121.1832,84.3518,110.026,163.9344,132.6787,172.8497,128.1374,168.5466,144.2874,135.1025,92.3015,143.6545,123.2123,157.4743,110.2728,129.4538,118.9882,144.3038,131.2687,C15orf41
4.2017,21.4536,5.272,49.2969,11.4169,73.7924,3.3196,62.7169,11.0603,13.2862,3.1398,25.5139,11.9506,24.8845,11.5938,17.5914,5.3088,10.7089,6.6076,19.6775,C15orf42
922.2689,925.8906,834.4117,1039.388,832.5527,795.1144,1263.534,588.7274,813.4064,904.8881,792.0041,755.7437,784.0776,696.3696,820.8444,787.5798,790.6075,727.8233,886.0759,739.7039,C15orf44
109.7689,103.0534,51.7613,171.5495,26.9321,198.7786,41.7697,225.4513,107.6378,35.6302,23.0915,81.8218,37.6028,29.1529,37.2765,34.2426,39.612,125.0445,17.2152,149.7932,C15orf48
3.1513,15.2672,9.1062,29.2969,2.3419,9.1007,2.748,6.1647,12.8908,46.8198,13.0967,34.2604,14.3948,24.2024,6.086,11.6077,4.4921,3.5625,9.1139,7.3459,C15orf51
227.9412,198.1552,183.561,781.5755,424.4731,205.0054,221.7642,56.8032,361.5856,174.6172,255.7298,279.7259,276.1457,198.0198,348.4215,178.1776,366.7177,105.4507,256.2025,385.1826,C15orf52
27.8361,1.5903,8.6269,0.651,22.8337,0.958,71.1734,1.7613,14.5021,0,33.7756,2.4184,21.4454,7.7008,14.0738,0.5804,28.586,0.7125,35.9494,6.7072,C15orf56
717.9884,515.5153,410.1701,381.3997,402.8747,436.5513,678.2688,319.3439,518.1212,411.6637,385.0422,370.9996,390.379,319.7415,380.5363,443.9988,412.4104,509.2768,405.2506,485.7836,C15orf57
55.1471,51.5267,54.637,45.2474,62.0609,57.9571,68.975,59.4452,34.805,27.3852,63.0708,34.6634,47.2973,38.5039,60.4793,33.6622,54.3134,34.2002,63.2911,50.4634,C15orf58
110.8193,1.2723,179.7268,16.6016,301.5222,18.2014,33.2509,4.4033,165.9684,41.5194,143.3741,103.5873,143.3608,78.1078,251.046,17.4115,163.757,35.6252,351.8987,31.3001,C15orf59
192.2269,87.4682,158.6389,66.4062,131.733,60.7831,80.7914,73.0956,107.6378,91.5783,121.3166,85.8525,107.5206,86.3586,97.7558,89.9594,127.4119,107.5882,126.0759,55.5736,C15orf61
35.1891,43.5751,35.9454,56.3151,45.6674,18.6804,21.7093,9.6874,15.1466,18.2568,17.5771,22.1685,26.7333,25.3025,19.7794,32.5015,21.6437,14.9626,16.2025,21.0796,C15orf62
743.792,754.4529,718.9935,1008.402,525.2635,676.422,484.7486,591.8098,494.3603,942.874,510.4877,666.1145,462.1357,442.2442,527.9574,990.9634,515.0097,1056.644,604.0506,691.5497,C15orf63
175.4202,0.6361,101.1263,0,266.3934,0,696.0703,0,151.4663,0,395.6574,0,143.3608,44.5545,174.9715,0.5804,381.4191,0.3563,493.6709,0,C16orf11
579.8319,1585.242,647.9751,1070.312,418.0328,1545.204,395.4383,2731.836,457.2994,1660.483,387.3858,928.6578,285.5464,616.0616,398.6307,1793.964,495.7631,1752.049,498.7342,1116.263,C16orf13
750.2784,904.1539,736.9279,960.3646,704.3794,974.5516,703.7236,1881.929,702.2913,1162.459,791.8318,824.1516,562.8055,597.5578,691.4226,1099.362,766.2808,1739.206,893.919,1112.29,C16orf42
584.5588,219.4656,455.3079,276.6927,802.1077,358.2804,544.1055,244.8261,672.8972,222.0259,547.9924,516.3241,690.0705,485.6986,616.2039,294.2542,653.803,262.9141,794.9367,725.012,C16orf45
71.9538,82.3791,41.2173,40.3646,50.3513,23.9492,54.6854,44.9141,50.9185,23.8516,49.6295,28.6175,47.0035,34.1034,57.0559,60.3598,47.7795,78.3755,58.2278,71.8624,C16orf46
316.1765,413.8041,292.3556,388.0208,316.1593,216.501,352.0198,506.8252,296.165,163.4276,307.4272,449.0125,208.5781,283.2783,296.3104,506.094,300.9699,566.0848,342.2785,601.4087,C16orf48
411.2395,419.2112,384.855,351.888,460.1874,253.8618,325.3641,328.93,380.2772,373.3804,337.4117,311.1649,442.4207,404.2904,413.8456,322.1126,316.8964,370.1461,348.3544,297.9895,C16orf52
583.0515,788.6419,615.4613,612.4023,577.1311,835.8233,818.2275,1142.752,578.1308,835.8098,787.3858,897.5091,506.8537,532.7998,606.9798,885.0609,632.4982,1322.219,737.3924,1052.778,C16orf53
32.563,157.1247,20.1294,89.5182,22.8337,217.938,14.5644,93.3509,34.805,58.8928,12.752,106.8118,69.3302,120.462,81.0194,75.4498,16.7432,39.9002,16.7089,186.2035,C16orf54
153.8866,160.6234,164.8694,174.1536,132.904,124.057,145.0948,159.8415,104.4151,86.278,120.2826,132.6078,103.4078,97.9098,113.3511,130.0058,113.5273,169.5761,130.1266,226.4465,C16orf55
466.3866,677.1628,483.585,728.5156,642.2717,996.7669,931.2998,1965.214,741.8627,406.066,573.8411,713.0189,569.624,457.0957,679.7261,616.3668,563.5528,664.7667,608.1013,1221.981,C16orf57
2525.2,2615.207,2594.752,2167.712,2458.747,1634.999,1995.763,1821.224,1992.965,2836.352,2111.387,1671.608,1849.204,2025.957,1941.118,2113.175,2036.835,2585.871,2200.511,2698.476,C16orf58
6.3025,19.7201,8.1476,31.25,5.8548,29.2181,11.2668,67.3712,10.3126,5.8893,6.893,15.3164,3.5253,6.0506,9.8897,7.545,8.5758,22.0876,7.5949,31.3001,C16orf59
1930.147,1720.738,2428.948,1317.383,1853.044,1391.929,1550.976,1483.487,1720.593,815.96,1859.728,1303.91,1668.919,1380.638,1768.353,1405.688,1992.037,1774.492,2131.139,1731.405,C16orf5
723.9391,591.1864,699.444,374.0592,450.082,458.0625,348.5463,737.7411,416.8643,177.8975,361.2235,233.0673,356.413,200.5666,388.8969,261.9617,420.1776,580.4097,469.8886,407.5973,C16orf61
1311.45,1437.977,1569.135,1305.99,1491.218,1231.948,1470.459,774.5487,1460.2,1534.452,1342.064,1399.033,1463.278,1325.082,1488.399,1428.903,1583.257,1637.691,1396.962,1818.918,C16orf62
975.3151,1412.214,732.8061,1067.383,732.4356,501.9758,749.3817,956.4069,721.882,1086.867,574.8751,699.3148,679.7885,680.9681,716.2419,875.2176,663.6039,858.5679,670.8861,728.8447,C16orf63
155.9874,220.7379,122.6935,190.4297,141.1007,204.0474,93.4323,284.4562,101.5147,199.0577,114.7682,174.1233,98.4136,116.6117,100.7988,152.6407,99.6427,202.3513,133.6709,191.3137,C16orf68
643.9968,851.7048,614.081,534.0169,595.3981,495.6628,421.2723,563.3333,537.1189,320.9335,454.8578,494.1395,486.3367,399.978,422.0122,416.9008,563.8224,834.6135,441.6911,577.6046,C16orf70
38.3403,23.855,37.8624,21.1589,36.8852,17.2434,14.0148,20.2554,18.3693,23.2627,21.7129,9.2705,14.1011,6.6007,13.313,7.545,24.9107,38.119,27.8481,48.8665,C16orf71
903.8866,1384.224,1133.477,1297.526,1268.735,1064.783,1119.813,1439.454,1227.522,1361.013,1103.912,1182.185,1165.1,1053.355,1494.865,1027.278,1055.641,1358.746,1136.709,1202.498,C16orf72
25.2101,346.6921,19.6501,456.7057,18.7354,354.9276,5.2212,1212.241,27.7151,27.3852,17.2325,60.8626,15.2761,43.4543,14.4542,109.112,25.319,118.9882,21.7722,213.0322,C16orf74
29.4118,142.4936,20.6087,174.1536,76.6979,168.1236,131.6296,162.4835,24.8147,25.3239,108.9092,120.1129,68.7427,60.5061,80.639,98.6651,64.9311,144.6384,129.1139,126.1585,C16orf75
387.5683,435.5884,365.6746,422.4479,341.8618,374.9587,309.1206,406.8384,260.0516,153.1095,392.4832,226.5216,302.8114,256.8482,275.7284,252.4492,381.3456,349.829,437.3873,517.6394,C16orf7
598.7395,806.6158,485.9813,561.1979,478.3372,607.3524,488.5958,723.9102,443.4418,359.8351,463.5533,702.1362,416.5687,418.0418,466.7174,627.3941,432.4655,904.5244,498.2278,652.5108,C16orf80
120.2731,117.3664,87.7067,79.7526,69.6721,29.697,58.5326,28.1814,80.5672,56.2426,75.4782,83.8372,51.9976,55.0055,66.9456,55.1364,89.025,99.0381,85.5696,108.9115,C16orf86
248.4244,300.5725,361.3707,164.7135,261.7096,134.1157,143.446,151.0348,182.7264,121.3192,173.014,137.8476,220.6228,122.6623,165.8425,111.4335,237.6723,241.8953,190.3797,128.7136,C16orf87
146.5336,259.8601,136.5924,327.1484,143.4426,249.072,337.1805,291.5015,147.5991,294.4641,193.3483,345.8283,157.7556,156.7657,178.7752,247.8236,167.024,283.933,139.7468,297.0314,C16orf88
1025.735,6.0433,439.492,30.2734,1331.382,23.4702,423.7428,29.9428,748.6304,25.3239,1847.32,8.8674,860.1645,228.8229,549.6386,4.0627,833.8948,14.9626,1856.203,12.4562,C16orf89
207.458,230.2799,192.6671,203.125,127.6347,175.3083,213.795,287.9789,149.5327,141.9317,138.8937,157.1947,114.8649,101.2101,124.3819,135.8096,111.8938,234.7702,184.3038,195.1464,C16orf91
47.7941,103.0534,31.6319,46.224,45.082,29.2181,32.4265,58.1242,32.2269,36.808,18.6111,32.2451,24.0893,11.0011,21.6812,44.6895,35.12,23.8689,26.8354,89.4288,C16orf93
87.7101,69.9746,63.7431,34.8307,52.1077,77.5955,83.2646,65.6099,33.516,46.2309,54.4546,59.2503,47.8848,57.7558,54.3933,64.4225,33.0781,43.1065,44.557,101.885,C17orf100
312.5,267.8117,320.6326,273.7533,322.0141,411.4477,365.485,302.3954,260.3674,167.1673,306.0486,218.0572,250.8725,314.6315,333.2065,540.3366,332.4063,556.1097,315.9494,450.9767,C17orf101
641.8067,481.5522,586.1491,615.2344,610.6557,433.002,1251.992,333.3333,605.543,664.6054,795.4506,750.5038,564.0423,687.0187,624.1917,629.1352,767.7386,355.1835,653.1646,706.1681,C17orf103
37.8151,7.6336,17.733,12.0443,40.3981,11.0166,55.7846,3.963,31.5823,4.7114,39.29,16.5256,39.6592,18.7019,52.1111,9.8665,32.2614,8.9063,41.519,6.0684,C17orf104
643.1775,354.0872,481.2509,296.0449,257.4649,319.0708,261.6103,319.749,222.7296,291.864,263.3534,295.6308,184.8942,162.7888,165.8844,355.7806,311.951,653.2775,317.5494,332.8093,C17orf106
100.0368,148.0693,123.978,203.571,55.2693,138.0481,36.7409,60.6781,85.6623,652.5913,60.0241,193.2487,72.2591,72.5633,83.5945,272.2229,81.315,220.0321,106.8658,128.9787,C17orf107
1047.269,460.4739,535.8255,185.7845,504.0281,224.1648,957.3866,105.24,418.6271,353.9458,713.3655,286.1306,460.8108,351.4851,340.7113,308.1196,603.9163,283.2205,740.3848,521.5615,C17orf108
319.8529,212.7863,244.4285,174.4792,389.3443,170.9975,433.9104,69.5729,505.3174,265.6066,470.1017,875.0504,316.98,332.2332,518.8285,302.96,396.5288,288.5643,430.8861,518.687,C17orf28
1367.647,860.369,1299.784,598.9583,800.9368,1070.052,981.0387,1195.509,686.4325,691.1072,721.0064,611.8501,548.7662,485.6986,656.5234,625.0725,734.6605,1082.294,753.4177,1120.096,C17orf37
360.2941,373.7277,473.041,410.8073,394.6136,268.2313,300.9068,284.8965,352.2398,480.8598,380.1482,441.7574,428.9072,460.9461,432.8642,443.993,403.0628,329.5333,328.6076,297.0314,C17orf39
322.479,206.4249,247.7834,159.8307,194.9649,157.1069,178.6205,134.7424,135.0306,138.1037,137.5151,131.3986,156.2867,121.5622,151.3884,144.5154,172.7412,136.8009,142.2785,169.2759,C17orf42
125.5252,110.687,76.2042,96.6797,57.9625,85.7382,73.6466,70.4535,49.3071,87.4558,48.9402,139.4599,53.7603,50.055,53.2522,103.3082,55.9469,68.7567,62.2785,83.041,C17orf44
175.4202,182.57,103.0434,142.2526,126.4637,194.4677,134.6524,127.697,112.1495,186.3958,107.5306,130.1894,134.5476,138.0638,129.7071,130.5862,108.2185,133.2383,96.2025,109.8697,C17orf48
682.521,866.2309,662.0129,721.8164,670.1522,1788.26,767.7933,1274.174,771.1312,565.0883,525.9693,1061.233,545.0558,667.9868,719.6995,960.6732,610.8545,1015.693,658.4608,1191.102,C17orf49
203.2563,163.8041,332.1352,229.1667,389.3443,130.7628,252.5419,147.5121,364.486,113.0742,268.4818,132.6078,379.8472,197.4697,294.4085,124.202,318.1215,146.4197,474.9367,258.066,C17orf51
7.8782,34.3511,5.7513,71.2891,14.637,41.1927,8.244,43.5931,14.8244,34.7468,8.2716,47.1584,5.5817,28.0528,12.5523,34.823,11.4344,37.4065,9.6203,34.494,C17orf53
19.958,12.0865,38.3417,43.2943,46.8384,2.8739,10.1676,4.8437,8.0567,54.4759,9.3055,9.6735,8.8132,2.2002,11.0308,45.8503,7.3507,8.5501,13.6709,1.9163,C17orf55
209.3067,314.0808,144.2655,272.1712,293.87,298.9822,119.8049,212.5804,136.3584,140.2208,138.3078,281.318,143.1669,179.7415,134.2982,191.1898,117.7417,143.0424,135.9544,201.9047,C17orf56
46.2185,46.4377,34.9437,68.6849,68.9169,30.176,34.8997,10.1277,34.1605,64.7821,37.9114,45.2479,38.4841,30.6711,55.1541,32.5015,11.8428,5.7,31.6456,52.2552,C17orf57
208.5084,154.2621,185.4781,203.125,185.5972,317.5668,233.0311,256.7151,162.1012,262.9564,122.0059,177.7509,151.2926,141.3641,152.1491,266.9762,144.5636,248.6641,163.5443,202.173,C17orf58
213.7605,155.2163,229.0918,184.8958,194.9649,263.4415,276.1748,337.7367,257.1705,167.2556,240.2206,316.4047,194.4771,205.7206,267.7824,265.2351,244.2062,376.9149,250.6329,264.4537,C17orf59
7.3529,54.3893,2.8756,46.875,7.6112,62.747,1.0992,64.2889,15.7912,24.735,2.7572,18.1378,10.282,15.4015,6.4663,16.2507,2.0419,16.0314,0,32.2582,C17orf60
1772.768,842.8308,1590.204,483.0013,649.4906,736.3094,346.3589,821.1889,514.7696,618.1095,541.8439,375.788,520.8255,268.0748,460.4679,628.4504,688.7269,592.9605,689.1392,738.1038,C17orf61
703.2563,1723.601,593.8174,1226.237,574.9415,2079.272,907.1173,1720.828,775.0564,965.2532,505.9452,1010.883,558.4606,1006.601,616.2039,1189.205,528.0245,1401.14,520.5063,2029.714,C17orf62
623.4244,612.5954,707.884,882.1615,742.9742,772.6021,1010.992,464.1127,637.7699,610.1296,719.2831,933.4946,712.9847,676.0176,806.7706,748.6941,820.827,709.2982,726.5823,1173.114,C17orf63
