S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,gene
2213.235,3187.023,2323.029,2240.885,2635.246,11804.1,3212.421,7094.232,4001.289,3800.059,2749.612,5382.91,2660.106,4015.401,3005.706,2652.351,2666.667,4936.231,2462.278,5254.581,WARS
323.0042,357.1883,329.7388,377.2786,316.1593,316.1298,135.202,168.2078,296.4873,219.0813,180.2516,312.374,281.4336,470.8471,273.1076,317.4695,270.342,347.3459,189.8734,271.1609,WASF1
2732.668,4734.415,2827.702,6366.537,3425.644,3449.647,4343.501,3743.285,3749.275,7723.498,4025.159,6139.057,3652.174,5737.624,3665.652,5748.694,3666.36,3366.227,3611.646,3738.762,WASF2
494.7479,148.5369,498.4424,224.9349,470.1405,149.4432,495.7406,71.7745,439.2523,113.3687,597.6219,478.4361,574.0306,332.7833,505.5154,177.0168,570.4952,89.4193,539.7468,210.4771,WASF3
417.542,257.6336,181.1646,205.7292,370.0234,205.9634,437.7576,407.7499,304.2217,332.1555,260.8995,351.4712,208.2844,293.7294,208.8246,321.5322,207.4528,190.2387,392.4051,401.4714,WASH2P
339.2857,393.1298,178.7683,289.0625,290.3981,387.4985,265.1827,199.4716,328.3919,465.8422,322.5918,297.0576,199.4712,294.2794,323.6972,624.4922,249.1067,290.7018,283.5443,296.3926,WASH3P
119.7479,117.3664,88.6652,201.4974,206.089,140.8215,119.8131,180.0969,158.8785,266.7845,180.5962,151.5518,91.3631,125.4125,88.2465,81.2536,184.9923,242.964,176.2025,220.0587,WASH5P
683.2983,1317.112,632.6384,1270.508,1030.445,1002.515,424.5672,711.5808,596.5195,995.583,528.3474,862.1524,507.6381,852.5853,669.8364,1307.603,519.0403,567.1535,631.3924,678.3813,WASH7P
2944.853,1977.099,3248.502,2269.206,3340.164,1552.868,2713.932,1955.526,2657.106,1676.973,2875.754,1905.683,3328.437,2375.137,3014.834,2232.153,3472.792,1891.699,3374.684,2183.979,WASL
59.8739,394.7201,82.914,464.8438,51.5222,893.3062,32.9761,405.1079,143.7319,195.5241,26.8826,302.2975,147.4736,265.6766,121.3389,277.4231,62.0725,187.3887,30.3797,515.4931,WAS
1474.79,1826.018,1656.842,1972.982,1848.946,1363.19,1992.58,1560.986,1668.063,1767.373,1752.542,1528.013,1761.457,1597.91,1810.574,1568.775,1851.557,1780.192,1985.316,1889.183,WBP11
2130.194,1822.433,1710.415,1302.562,1366.323,1208.694,1626.636,1263.285,1077.103,2119.576,1256.836,1119.081,1026.607,1140.297,1038.227,1657.214,1344.441,1887.396,1257.413,1547.597,WBP1
9.4538,11.1323,9.1062,13.6719,14.637,2.3949,11.2668,13.21,8.7013,3.2391,5.859,2.0153,14.1011,0.5501,4.9448,1.1608,6.9423,4.9875,13.1646,1.9163,WBP2NL
3339.811,3903.944,3493.41,3057.617,3276.932,3454.437,3441.605,2437.693,2827.909,3308.598,3166.983,3446.191,2656.874,3310.231,2704.45,3954.73,3513.221,5966.512,3814.684,3868.754,WBP2
354.5168,283.3969,324.4668,365.5599,317.9157,234.7024,299.258,256.7151,338.0599,546.2309,293.9859,393.7928,383.3725,299.78,353.7467,410.3308,357.3252,337.0146,310.8861,261.2598,WBP4
1147.584,1266.858,1035.706,944.0104,1223.068,1630.942,2017.038,2513.87,1483.725,1097.468,1136.309,1123.337,1291.128,904.2904,1284.899,964.5966,1198.162,1137.513,1243.038,778.6693,WBP5
1065.651,933.8422,1110.951,1041.341,1137.002,1045.144,1694.421,1651.695,1096.358,1040.636,1096.33,810.1572,937.4266,775.5776,1023.583,1764.945,1508.116,1430.353,1448.608,1168.004,WBSCR16
123.4244,17.8117,139.468,16.276,193.7939,171.9555,86.5622,134.3021,138.2533,0.8834,118.904,0,154.5241,78.1078,344.6177,0.5804,110.6687,1.425,733.1646,7.9847,WBSCR17
1034.711,972.9771,947.0405,920.5729,943.267,1292.779,1548.813,1679.436,1029.004,583.9252,908.151,708.9883,809.342,662.8163,866.1696,1189.785,923.4671,1260.064,998.562,1420.002,WBSCR22
2.1008,35.9415,4.7927,36.1328,0.5855,16.7645,0.8244,44.0335,1.6113,4.7114,1.7232,20.9593,3.819,1.1001,6.086,26.6976,2.0419,15.6751,2.5316,25.5511,WBSCR26
144.4328,188.6132,44.5723,29.9479,116.5105,127.8889,140.9728,180.0969,137.6088,187.2792,99.259,133.4139,34.0776,69.3069,37.6569,158.4446,126.1868,214.8201,38.9873,603.0056,WBSCR27
892.3319,1474.237,921.1598,1410.156,1164.52,1570.111,1214.619,1862.616,1134.386,1542.697,1222.816,2214.833,1297.004,1765.127,1214.53,1358.677,1183.869,1326.327,1161.013,1486.434,WDFY1
236.3445,152.0356,243.9492,157.2266,456.089,244.7611,298.1588,140.0264,280.3738,136.9258,388.7644,161.2253,374.5593,266.7767,241.1563,99.2455,338.5401,111.8632,378.2278,127.436,WDFY2
3314.601,2491.412,3335.25,3013.346,2829.625,1102.143,2211.047,776.31,2473.735,2539.753,3661.554,2914.551,3891.304,4125.413,2921.263,1774.811,3381.725,1653.367,2292.152,2552.873,WDFY3
86.6597,530.8524,71.4115,500.9766,112.9977,380.3137,8.7936,211.801,232.3558,134.8645,81.3372,192.2612,411.8684,467.5468,212.248,208.9379,100.4594,99.7506,24.3038,636.222,WDFY4
36.7647,89.6947,38.3417,97.0052,68.5012,105.3766,86.2874,127.697,70.2546,74.7939,57.2118,112.8577,76.6745,86.3586,84.8231,69.646,58.3971,76.5942,68.3544,90.7064,WDHD1
1584.034,1633.27,1448.838,1641.927,1467.799,722.3087,1640.011,667.5473,1351.595,986.7491,1690.505,1090.689,1707.403,1498.35,1468.239,1135.229,1653.088,1111.151,1438.987,1341.751,WDR11
586.6597,338.7405,663.791,350.9115,382.3185,279.727,431.4372,415.6759,408.6368,491.755,366.7069,255.1391,463.2785,300.33,377.7102,376.0882,433.2823,360.5273,409.6203,310.4457,WDR12
2115.021,2523.855,2001.917,2530.273,1740.632,4113.04,1434.46,6047.556,1566.549,3822.438,1710.15,2536.074,1294.947,1419.692,1402.815,2871.155,1843.798,3103.669,1923.544,1923.677,WDR13
220.5882,84.2875,165.8279,121.7448,161.5925,25.3862,147.0184,28.6218,98.292,90.9894,278.4767,72.5514,178.0259,55.0055,93.5717,122.4608,261.7662,120.057,150.3797,69.3073,WDR17
721.1134,510.8142,670.5008,412.7604,383.4895,498.6229,568.0132,929.1061,480.5027,393.404,496.9843,606.2072,333.4313,376.2376,537.0863,688.9147,613.7825,786.2487,721.519,558.6106,WDR18
435.3992,551.8448,313.9228,518.2292,495.9016,235.6604,528.9915,213.122,469.8679,495.8775,523.5223,423.6195,583.1375,564.3564,416.1278,482.8787,502.7055,357.321,410.6329,502.0788,WDR19
4953.782,4813.931,6070.453,5954.753,6193.794,8878.458,12792.8,8587.847,7975.185,4590.695,6180.252,7330.915,5882.785,5681.518,7384.176,4770.168,6431.036,5353.758,7178.734,7971.3,WDR1
465.3361,356.2341,518.5718,248.3724,544.4965,282.1219,754.0533,288.8595,482.4364,486.4547,530.0707,426.0379,517.0388,398.7899,451.1221,340.1045,519.0403,280.7268,535.6962,314.5977,WDR20
296.2185,376.9084,299.5447,345.7031,254.6838,248.593,317.6697,186.7019,243.6352,281.2132,325.349,286.578,230.611,275.5776,260.9357,288.4504,332.4145,476.6655,294.1772,365.0611,WDR24
284.1387,197.5191,253.0554,125,217.7986,273.5002,262.1599,335.9753,196.2617,149.5878,206.4449,201.9347,172.738,156.2156,185.2415,151.48,224.6044,326.327,222.7848,199.9372,WDR25
1933.823,2545.802,1979.871,2429.688,2745.316,2951.503,2003.023,2147.952,2351.595,2286.514,2065.483,2662.636,2438.014,2186.469,2479.27,2008.125,2224.809,1857.143,2171.139,2248.495,WDR26
91.9118,166.0305,60.3882,158.2031,159.2506,81.9064,40.1209,28.6218,51.563,88.3392,38.9454,136.6385,64.0423,74.8075,57.8167,101.567,26.9525,15.6751,35.443,47.5889,WDR27
183.2983,79.1985,158.6389,71.9401,89.5785,8.6217,126.1336,6.1647,98.6142,73.616,179.9069,41.1125,147.1798,124.3124,94.3324,34.823,182.9505,24.2252,158.9873,64.5165,WDR31
973.7395,1157.125,992.5713,1344.727,1179.157,989.1031,1090.409,998.2387,1039.639,1471.731,1214.2,1280.935,1141.011,1348.735,1160.517,1305.282,1101.378,1061.988,1191.899,1091.031,WDR33
1254.727,1130.725,1121.016,1119.792,963.1148,1010.178,1943.116,1519.595,969.0622,661.9552,1324.487,1319.226,764.3948,831.1331,974.515,1058.619,1239.408,1123.263,1246.076,1321.63,WDR34
639.7059,611.3232,497.4838,534.8307,694.3794,278.29,857.6532,316.6006,762.8102,759.7173,813.717,477.63,967.3913,897.1397,729.1746,657.574,821.6437,443.1778,718.9873,665.2864,WDR35
561.4496,896.9466,622.0944,714.5182,757.0258,871.7519,1065.403,989.8723,721.882,954.0636,708.2544,677.9524,814.3361,827.8328,810.5744,739.9884,731.3936,737.7984,695.1899,619.6138,WDR36
453.7815,400.4453,506.1107,634.1146,704.3326,395.1623,761.1981,301.1889,448.5981,517.3734,714.458,521.58,617.5088,654.0154,452.2632,481.7179,606.8402,489.8468,652.1519,495.691,WDR37
423.3193,500.6361,478.7922,782.5521,460.7728,460.3042,845.562,575.9577,615.5334,767.6678,548.6817,586.4571,616.9213,563.8064,341.5747,428.9031,535.3752,511.2219,571.1392,549.3483,WDR3
493.1723,868.3206,428.4687,631.5104,491.2178,904.8018,621.3245,1132.981,496.9384,631.6254,503.188,482.8698,513.5135,541.8042,473.9445,598.3749,458.6013,1132.17,432.4051,520.9227,WDR41
492.1218,760.1781,618.7395,882.8125,528.103,534.5468,727.9472,738.4412,684.8211,814.1932,553.8515,553.4059,725.6169,635.3135,744.3895,540.3366,515.7734,548.6284,531.1392,737.1488,WDR43
246.3235,241.0941,313.9228,473.6328,301.5222,379.3558,380.8739,442.096,474.7019,472.0259,326.7276,423.6195,416.8625,437.8438,438.1894,232.7336,301.3783,239.7577,271.8987,393.8061,WDR44
2219.013,1857.506,2108.795,1974.609,2059.133,1725.302,2068.7,1431.528,1888.495,1866.608,2030.329,1770.657,1801.998,1646.315,1719.665,1686.593,2061.46,2337.371,2524.557,2084.33,WDR45L
1529.412,1240.776,1225.018,898.112,1310.89,1423.542,1105.955,1733.857,1090.235,1143.283,956.0572,1015.72,817.8613,729.923,885.1274,1126.924,861.2557,1099.038,1035.458,1222.619,WDR45
526.2605,741.0941,518.5718,743.1641,417.4473,738.1152,559.7692,767.5033,622.6233,871.9081,459.4175,710.6006,503.5253,580.308,542.7919,833.4301,532.1082,797.2925,554.9367,732.9968,WDR46
372.3739,426.8448,385.8136,482.4219,442.623,310.382,458.6425,285.3369,501.1279,471.1425,479.4072,526.4006,519.0952,550.6051,492.9631,396.982,434.9158,321.3395,438.9873,464.0716,WDR47
1377.626,733.7786,1138.27,869.1406,1417.447,665.7885,1796.098,674.1524,1281.663,764.7232,1587.799,818.2185,1448.884,1122.662,1450.742,681.9501,1536.702,523.3345,1517.468,1200.262,WDR48
84.0336,100.827,101.1263,139.6484,102.459,156.149,139.8736,177.0145,113.7609,65.96,108.5645,106.4087,95.1821,103.4103,106.124,99.8259,80.0408,180.6199,92.6582,111.786,WDR4
74.5798,111.3232,33.549,137.0443,107.7283,58.9151,44.5177,33.0251,40.9281,64.1932,47.9063,68.9238,84.3126,52.2552,57.8167,64.4225,37.5702,13.1813,45.5696,79.5278,WDR52
116.0714,104.9618,107.3568,166.3411,99.5316,133.1577,125.3092,186.2616,98.292,98.351,107.5306,139.863,97.8261,77.5578,134.2716,95.7632,92.7004,114.357,95.6962,123.9228,WDR53
260.5042,421.4377,229.0918,408.2031,170.9602,473.2367,411.6516,518.7142,228.1663,425.7951,206.7896,544.5385,184.1951,381.7382,205.7817,893.7899,220.5207,742.0734,188.3544,637.819,WDR54
471.4496,871.5172,413.0026,757.6172,448.8993,696.9513,426.172,802.3162,350.1998,594.5024,429.1367,409.2584,363.8132,491.5237,429.3153,621.6773,440.633,599.3659,464.1165,596.6051,WDR55
1134.454,994.5929,1008.387,716.1458,963.1148,479.9425,628.7442,441.6557,632.9359,363.3687,752.7141,576.7836,792.5969,640.8141,742.4876,748.6941,962.1235,608.8351,784.3038,733.6355,WDR59
334.0336,378.4987,208.4831,598.9583,251.7564,221.2909,386.9195,268.1638,191.7499,363.3687,263.3121,263.2003,279.0834,236.5237,212.6284,281.4858,253.1904,255.0766,281.519,370.4907,WDR5B
539.3908,596.056,516.1754,805.6641,612.9977,672.4943,694.9711,675.033,481.4695,404.8881,686.5414,866.183,602.2327,651.2651,618.4861,527.5682,698.7238,866.0492,714.9367,651.5527,WDR5
412.8151,934.1603,308.6509,742.8385,453.7471,434.439,364.6606,435.0506,382.2108,865.1355,484.2323,692.4627,500,548.4048,396.7288,962.2751,403.8795,372.2836,453.6709,599.8117,WDR60
1678.046,993.0025,1280.134,891.276,909.2506,709.3761,945.5894,856.8912,894.2958,895.4653,845.0801,702.5393,906.2867,735.4235,860.4032,636.0998,939.6631,1117.207,945.8228,789.5285,WDR61
7.3529,38.1679,3.3549,48.5026,17.5644,68.9738,3.8472,66.0502,19.9807,20.318,8.6162,32.2451,12.926,18.1518,11.7916,11.6077,20.827,14.9626,29.8734,22.3572,WDR62
10.5042,11.4504,16.2952,7.487,10.5386,4.7898,68.975,7.4857,21.592,1.4723,18.6111,2.4184,28.2021,3.8504,24.7242,2.9019,19.6018,4.6313,33.9241,42.4787,WDR63
14.5011,9.542,12.9307,7.1615,7.6112,0,18.1369,3.5227,15.0693,5.3799,18.5249,6.0459,15.8637,6.6007,17.4325,2.3215,14.5707,3.9188,13.1646,21.7184,WDR65
142.3319,598.6005,87.7067,421.224,152.2248,22.5123,221.4894,31.2638,120.8508,478.7986,161.2959,247.4809,116.04,102.8603,111.8296,11.6077,155.5896,143.9259,140.7595,49.5052,WDR66
71.4286,95.4198,60.3882,108.0729,73.185,136.0316,121.4619,115.808,73.7995,120.4358,86.507,94.7199,87.5441,57.2057,92.811,86.4771,82.4911,81.2255,60.2532,99.9686,WDR67
2525.998,1475.903,2644.126,1704.749,3146.704,1531.194,2390.671,1092.343,3248.84,2177.303,3069.237,1755.345,2748.443,2902.673,2632.48,1426.46,3439.698,1466.37,3332.127,2805.202,WDR6
366.5966,374.3639,251.6175,351.5625,292.74,373.129,278.9228,600.6165,316.4679,414.6054,316.0434,358.3233,363.1022,330.033,330.9243,351.7121,289.9438,489.1343,285.0633,367.2968,WDR70
7825.63,1726.145,12469.21,428.3854,7108.899,221.2909,2592.47,55.0418,5244.602,2469.376,4885.749,903.2648,6313.455,2382.838,4688.094,544.9797,7268.606,1069.113,6054.684,581.926,WDR72
511.9643,627.112,292.5473,525.9635,379.6136,418.5415,417.7933,365.9093,266.0039,483.245,286.986,282.1483,329.1069,337.4917,243.8988,290.917,313.5314,291.3644,374.1114,379.4847,WDR73
460.084,494.9109,427.0309,430.3385,343.6768,559.454,434.1852,869.2206,392.2011,541.5194,363.2604,450.6247,300.5288,359.736,339.2925,682.5305,360.1838,692.1981,448.1013,465.0297,WDR74
461.6597,637.4046,474.9581,689.4531,456.089,592.0249,561.6928,657.86,475.0242,785.3357,411.1666,573.559,546.416,482.9483,521.1107,626.2333,400.6126,478.4467,425.8228,469.5012,WDR75
69.3277,139.631,42.6552,204.4271,45.082,148.4852,50.2885,111.4047,54.1412,82.7444,66.1727,112.8577,59.342,105.0605,64.283,68.4852,46.146,133.2383,58.7342,97.4135,WDR76
545.1681,462.7863,666.6667,547.8516,585.4801,773.0811,654.0258,993.8353,602.9649,324.2049,525.5902,417.1705,545.8284,394.9395,556.8657,392.9193,530.4747,687.923,596.4557,775.7948,WDR77
304.0966,175.8906,279.8946,239.5833,168.0328,45.0245,243.7483,132.5407,181.7596,82.4499,307.4272,72.1483,247.6498,135.3135,169.2659,146.8369,305.462,106.8757,190.8861,218.1424,WDR78
538.8655,610.0509,653.2471,551.4323,639.3443,514.9084,524.5947,400.7045,696.7451,656.3604,695.1577,742.4426,801.1163,814.0814,698.7448,460.2438,645.6355,439.259,567.0886,602.6862,WDR7
873.4244,1634.542,1203.93,1469.727,888.7588,2017.483,592.1957,1413.034,855.9459,3155.183,1009.478,1299.879,771.4454,1147.415,855.078,1603.018,1312.506,1907.374,1136.203,1290.01,WDR81
1454.832,1623.41,1829.379,2127.93,2293.325,2555.862,2343.501,2383.091,2797.938,1912.839,2269.171,2920.597,2841.657,2832.783,2829.593,1895.531,2188.463,1574.279,2199.494,3451.632,WDR82
227.416,149.5261,196.5013,147.2298,152.8103,218.5175,168.7277,239.9912,152.7651,189.6349,184.4667,212.0959,148.6604,134.7635,143.4005,252.0778,205.8193,293.0068,181.2658,196.1621,WDR83
221.6387,251.9084,147.6156,258.4635,180.9133,246.1981,197.0322,212.6816,132.1302,121.3192,136.8258,188.2306,143.067,144.6645,154.4313,125.3627,140.8882,137.5134,156.4557,167.0402,WDR85
21.5336,3.4987,7.1891,0.9766,14.637,16.8555,8.7936,9.247,41.8949,16.7845,3.4465,0,13.8073,9.3509,29.6691,16.2507,7.3507,2.85,13.4127,4.4714,WDR86
349.2647,266.5394,304.8167,213.8672,395.7845,262.4835,575.158,266.4025,331.2923,282.391,381.8714,298.2668,412.4559,327.8328,375.0475,286.1288,406.7381,307.8019,393.4177,238.2639,WDR89
279.4118,317.43,247.7834,246.7448,292.74,337.6841,283.0448,292.8225,246.5356,225.265,198.1734,302.7005,194.1833,186.4686,233.5489,235.0551,190.3012,257.9266,254.1772,282.3395,WDR8
349.2647,990.1399,204.1697,615.8854,299.1803,281.6429,220.9398,258.9168,173.3806,375.1472,242.9778,525.1915,210.3408,463.1463,233.1685,478.816,191.5263,293.1956,205.0633,503.037,WDR90
971.6387,3252.227,1052.001,1592.122,1438.525,933.5409,1184.391,1848.965,1111.505,1231.743,1080.82,1177.348,1058.461,954.3454,1029.669,1585.607,1123.839,1102.601,1204.557,1733.002,WDR91
160.7143,111.9593,137.5509,135.0911,177.9859,127.8889,273.9764,132.5407,201.418,166.3722,198.1734,121.322,189.1892,133.6634,162.0388,156.7034,207.8612,131.1008,201.0127,148.1963,WDR92
13.6555,19.084,18.2123,32.2266,19.9063,3.3529,37.3729,23.3377,18.6916,17.6678,18.9557,13.3011,26.4395,18.7019,14.4542,26.1172,15.1097,9.2626,24.3038,34.494,WDR93
744.7479,341.285,624.0115,234.375,508.1967,138.9055,512.5034,157.6398,363.1969,355.7126,553.1622,257.1544,435.9577,361.3861,338.5318,313.4068,506.7892,312.077,531.6456,182.3709,WDSUB1
2287.29,1346.056,2455.787,1530.599,2560.304,1570.111,2504.809,982.3866,2058.008,1058.893,2866.448,1614.268,2184.489,1878.988,2160.517,1809.634,2886.779,1744.211,2843.038,2009.593,WDTC1
207.9832,152.9898,198.8977,163.737,190.8665,199.2576,310.5249,237.7807,147.2768,104.5347,133.3793,103.1842,147.7673,158.9659,181.4378,170.0522,195.61,215.8888,186.8354,129.9911,WDYHV1
669.6429,879.1349,424.1553,325.1953,612.9977,546.5214,948.8871,606.7812,713.5031,461.4252,627.9511,276.5014,710.047,771.7272,538.9882,582.1242,562.3277,290.3456,493.1646,573.9412,WEE1
129.2017,87.4682,147.1364,199.5443,375.2927,157.5859,54.4106,164.2448,354.1734,39.4582,205.0663,123.3374,196.2397,333.3333,185.6219,126.5235,181.317,159.9572,186.3291,133.5044,WFDC1
1179.097,546.7557,1023.724,501.9531,1580.796,870.7939,9998.626,2958.608,5048.663,168.139,940.8926,271.2616,1649.824,1364.687,4844.047,982.0081,1285.146,166.726,1449.62,12221.4,WFDC2
9.4538,10.4962,6.7098,7.487,3.5129,36.8818,10.1676,76.1779,4.1895,7.3616,5.859,1.6123,2.6439,4.9505,4.1841,9.8665,4.9005,3.9188,1.519,8.6235,WFDC3
10.5042,69.9746,15.816,32.8776,48.5948,86.6962,31.0525,275.6495,22.2365,51.2367,26.538,15.3164,14.1011,24.7525,17.8775,29.0192,47.7795,59.8504,36.962,12.4562,WFIKKN1
6.3025,0,1.9171,0.3255,14.0515,0,18.6865,0,4.5118,0.2945,13.0967,0,4.4066,2.7503,3.043,0,6.1256,0.3563,3.5443,2.2357,WFIKKN2
693.2773,377.2265,681.0448,695.3125,991.8033,1005.389,1460.566,537.6486,1675.798,550.6478,1083.233,1397.42,868.3901,970.8471,1256.752,803.2501,1011.945,758.8172,941.7722,658.2598,WFS1
90.8613,256.0433,60.3882,270.8333,145.7845,77.5955,94.2567,77.0586,69.9323,119.5524,93.7446,149.5365,109.8707,156.7657,98.1362,240.859,88.2083,131.8133,88.6076,136.6983,WHAMML1
44.1176,62.659,22.5258,76.1719,64.4028,24.4282,52.7617,20.6957,20.3029,43.2862,39.9793,34.2604,48.1786,56.6557,46.0251,62.6814,33.4865,38.8315,34.9367,29.0644,WHAMML2
237.9202,352.0992,216.6307,429.0365,362.4122,353.9696,348.1726,164.6852,274.8953,342.1673,286.7482,386.1346,292.8907,240.9241,335.4888,304.1207,290.3522,249.7328,265.8228,498.2462,WHAMM
866.0714,936.0687,804.2176,1041.016,966.6276,732.3674,1009.343,391.0172,918.7883,1085.1,1197.312,958.0814,1177.732,1191.969,1069.989,900.7545,985.8091,453.1528,957.4684,846.0603,WHSC1L1
525.7353,821.2468,587.5869,1246.094,766.9789,861.6932,757.3509,671.9507,598.1308,653.1213,768.568,882.3055,732.0799,947.1947,747.0521,670.9228,697.4987,550.7659,747.8481,862.0297,WHSC1
402.3109,409.3511,417.9248,562.8255,403.9813,448.8085,766.4193,329.3703,415.0822,399.2933,452.8692,510.6812,331.9624,473.5974,467.4781,642.484,418.5809,573.2098,482.0253,466.3073,WHSC2
435.9244,461.8321,388.6892,433.9193,315.5738,661.4777,412.2012,947.6002,334.1927,305.3592,267.1032,339.7823,297.8848,274.4774,334.3477,392.3389,339.3568,637.3352,349.8734,476.2083,WIBG
803.0462,2748.092,906.3024,2350.912,1039.227,3591.905,325.9137,1757.816,1213.02,2022.968,630.3636,2682.386,1416.569,1908.141,1274.629,1424.26,843.6958,1486.284,633.9241,2622.819,WIPF1
1307.773,1439.567,1558.591,1442.057,1528.688,909.5917,1704.589,738.4412,1273.606,1586.867,1619.162,1286.578,1602.233,1854.785,1531.381,1391.178,1671.873,1118.632,1657.215,1429.903,WIPF2
34.1387,20.9924,35.4661,71.6146,91.3349,32.5709,21.4345,47.1158,67.9987,26.5018,58.935,16.9287,58.4606,36.3036,61.6204,34.823,71.465,30.9939,102.2785,48.8665,WIPF3
654.937,535.6234,993.5298,498.6979,884.0749,774.997,445.452,493.1748,709.3136,752.6502,539.3762,762.9988,690.0705,473.0473,574.3629,491.0041,863.706,991.8062,734.6835,1118.179,WIPI1
1811.975,1421.438,1629.523,1569.661,1742.974,1400.072,2001.099,1744.166,1616.178,1012.073,1786.317,1286.981,1552.879,1205.721,1610.498,1482.879,1868.3,1359.458,1766.582,2121.059,WIPI2
136.0294,146.6285,198.8977,174.8047,310.8899,416.2376,39.2965,195.9489,490.8153,82.1555,86.8516,240.6288,312.2797,267.3267,328.6421,138.7115,89.8418,100.8194,140.7595,149.7932,WISP1
4.7269,19.7201,1.9171,135.7422,23.4192,626.5118,0.5496,704.0951,73.4773,206.4193,3.1018,0.4031,2.9377,47.8548,20.5401,27.278,5.3088,9.6188,0,12.1368,WISP2
13.6555,0,29.7148,0.3255,53.8642,3.3529,10.1676,0,76.3777,0,17.5771,1.2092,29.671,8.2508,35.3747,12.188,24.5023,0.3563,22.7848,22.3572,WISP3
19.4328,0.3181,45.0515,3.2552,80.2108,3.8319,0.5496,0,35.4496,0.8834,42.7365,1.2092,41.4219,17.0517,76.8353,5.2234,25.7274,0.7125,79.4937,1.5969,WIT1
741.5966,773.855,780.7333,1027.344,728.3372,992.935,708.986,732.2765,903.6416,851.0012,906.7724,1496.171,730.9048,990.099,829.9734,1108.532,868.1981,802.28,979.7468,771.6428,WIZ
3541.492,1277.036,3462.732,1336.589,2709.01,784.5767,5246.496,904.8745,3964.547,2293.286,4520.765,1722.684,3883.37,2286.023,2988.965,2103.302,3818.275,2783.755,3371.129,1256.794,WLS
6726.365,3595.42,8748.622,4572.917,16326.7,3236.02,8057.708,2349.185,11769.9,4638.104,16742.03,3634.825,14191.54,6095.71,11733.74,2550.784,16925.78,2340.577,16929.62,3662.429,WNK1
45.7195,4.4529,28.277,28.6589,53.9696,7.1896,27.4856,7.0454,49.32,2.3557,36.8844,3.6276,47.3061,29.736,39.9886,13.3604,30.2277,2.1375,46.0911,78.3077,WNK2
50.4202,11.4504,68.0566,15.625,91.9204,8.6217,68.1506,3.5227,71.5437,12.662,134.0686,33.4543,108.6957,41.8042,88.6269,15.6703,102.5013,3.2063,89.6203,9.5817,WNK3
1693.151,56.549,773.7359,123.0501,2625.831,842.4476,3752.644,69.4716,1125.275,124.735,3406.435,121.6485,1838.088,344.9395,824.7889,318.5665,3117.284,48.8244,3168.648,42.9035,WNK4
60.9244,45.4835,12.9403,11.7188,21.6628,33.0499,153.064,17.6134,32.8714,3.2391,100.6376,7.2551,28.2021,36.3036,58.197,26.6976,41.2455,5.7,18.2278,42.4787,WNT10A
44.1176,8.5878,6.7098,5.8594,21.0773,3.8319,218.4666,2.2017,20.3029,8.5395,96.5018,4.8368,10.8696,9.901,18.2579,6.3842,13.8846,7.4813,18.7342,5.749,WNT11
10.5042,119.5929,11.5025,38.0859,29.274,74.7216,9.8928,6.605,72.1882,32.98,8.2716,13.7042,40.8343,28.6029,112.9707,61.5206,25.7274,6.0563,9.6203,533.3789,WNT2B
26.7857,16.8575,14.3781,0.651,16.3934,40.2347,2.4732,2.2017,16.1134,7.0671,20.3343,0.4031,6.1692,2.2002,11.7916,0,9.8009,0.7125,13.1646,29.0644,WNT2
22.584,10.4962,39.3003,18.2292,48.5948,16.2855,3.5724,4.8437,61.5533,17.0789,14.4753,6.449,17.0388,14.8515,57.0559,13.3488,31.853,10.6876,42.0253,9.901,WNT3
14.1807,1.9084,9.5854,5.8594,20.4918,42.6296,84.3638,13.6504,51.563,1.7668,23.0915,7.6582,36.134,29.1529,25.485,2.3215,9.8009,3.5625,8.6076,18.8439,WNT4
160.1891,142.1756,130.3618,371.7448,114.1686,190.1569,179.7197,47.9965,208.1856,38.5748,179.2176,171.3019,198.8837,124.3124,193.9901,154.3819,132.7208,59.4941,104.8101,302.7804,WNT5A
35.7143,33.3969,18.6916,49.1536,68.5012,40.7137,38.4721,12.3294,82.1785,22.9682,49.9742,11.6888,52.2914,85.2585,75.3138,14.5096,56.7637,152.1197,50.1266,40.243,WNT5B
9.4538,0.6361,5.272,0.9766,2.9274,0,15.6636,0,19.0139,0,17.9218,0.4031,19.9765,12.6513,23.5831,0.5804,13.8846,0,4.0506,69.3073,WNT7A
236.3445,1.2723,15.3367,1.9531,7.0258,2.8739,373.4542,4.4033,15.1466,0,357.4013,8.4643,12.926,3.8504,12.9327,3.4823,46.146,2.1375,21.2658,63.8777,WNT7B
84.5588,2.8626,67.098,3.9062,58.548,1.437,222.039,0.4403,117.9504,7.6561,303.9807,3.6276,160.3995,93.5094,81.7801,6.9646,95.559,8.5501,114.9367,3.5133,WNT9B
142.8571,153.944,129.4033,155.9245,126.4637,226.0807,131.6296,198.1506,162.4235,118.0801,149.9225,202.3378,117.5088,112.7613,154.8117,208.3575,131.0873,257.5704,151.3924,236.3475,WRAP53
898.6345,1054.707,783.1296,616.862,700.8197,727.0986,651.003,528.8419,656.7838,516.1955,662.0713,748.4885,705.6404,843.2343,757.3222,1336.622,729.7601,1292.839,629.3671,709.362,WRB
