Gene	TCGA.A7.A0CE.01	TCGA.A7.A0CH.01	TCGA.A7.A0D9.01	TCGA.A7.A0DB.01	TCGA.A7.A0DC.01	TCGA.A7.A13E.01	TCGA.A7.A13F.01	TCGA.A7.A13G.01	TCGA.AC.A23H.01	TCGA.AC.A2FB.01	TCGA.A7.A0CE.11	TCGA.A7.A0CH.11	TCGA.A7.A0D9.11	TCGA.A7.A0DB.11	TCGA.A7.A0DC.11	TCGA.A7.A13E.11	TCGA.A7.A13F.11	TCGA.A7.A13G.11	TCGA.AC.A23H.11	TCGA.AC.A2FB.11
HAUS8	8.2337	6.6376	5.9997	7.3082	6.4495	8.8801	7.762	6.362	7.5672	6.5301	7.0247	6.8356	6.1239	6.744	5.9552	6.3488	6.7471	5.8462	5.9668	6.6514
PTPRQ	1.6013	0	1.9567	2.5805	2.6994	0	2.8123	0.6211	0.9204	1.3901	2.3581	3.9347	8.5517	7.0209	6.5215	7.1646	3.3191	7.552	4.8712	4.5941
ACTN4	13.4139	12.8556	13.772	13.3864	13.4841	14.3551	13.3775	13.0794	12.9512	13.0429	13.4297	13.4468	13.3331	12.7914	13.3199	13.3681	13.2748	12.5646	13.0029	13.6305
CLP1	8.2141	8.1232	7.6663	8.4404	6.9616	7.8259	7.5619	7.9973	8.1481	8.0386	8.342	8.1922	7.936	7.8185	8.0761	7.9277	7.7525	7.5011	8.1426	8.3661
PRAMEF8	0	0	0.4974	0	0	0	0	0	0	0	0.7092	0	0	0	0	0.5733	0	0	0	0
EZR	12.6278	13.2448	14.6279	12.6219	13.272	12.2861	12.2592	13.1405	12.8807	14.0674	12.4052	12.0602	10.2011	10.4728	11.9604	10.7884	11.332	9.4045	11.323	11.4439
LILRP2	0	0	0	0	0	0	0.4871	0.3438	0	0	0	0	0	1.0221	0	0	0	0	0	0.6793
PTPRG	8.5	8.5896	9.363	9.7694	7.6573	9.7225	9.8466	8.4287	8.828	9.5411	9.0778	9.0141	10.7634	11.0784	10.2232	10.7904	10.1494	11.5182	10.0908	9.7508
PLAC9	4.5044	4.4835	4.5883	7.4604	3.4691	3.6956	3.9503	4.1441	3.7224	5.9604	8.9118	11.1127	10.8076	10.5166	9.8468	10.5867	10.372	8.7026	9.6529	10.6761
GEFT	8.3397	7.1999	8.1033	7.9852	7.8967	8.1539	7.8442	8.2875	6.7718	7.6764	9.7429	8.8293	7.8933	8.3898	8.3634	8.4996	8.9669	7.9294	8.9433	9.67
PTPRD	5.7151	7.9533	7.6516	6.9363	3.3006	6.6138	5.6204	6.343	8.0332	4.3541	6.8088	6.4513	6.8902	8.5216	6.2395	7.9955	6.2562	8.2205	7.3715	7.0289
PTPRC	7.915	8.6155	7.9944	8.9765	3.8204	8.3315	8.3196	8.0019	8.3285	12.0461	9.6434	9.7527	9.9361	10.2145	8.86	9.7104	9.1073	8.9739	9.5457	10.04
PTPRB	8.4421	8.5072	9.388	9.0251	7.9469	6.9688	9.7603	8.7203	8.466	10.644	9.8225	10.5764	11.2965	11.8292	11.4582	12.2368	11.6839	12.3003	10.7487	10.7199
PTPRA	10.7765	11.1461	11.7276	11.455	11.8787	11.0507	10.8627	10.992	11.4505	11.1406	11.2013	11.09	11.4905	11.3715	11.2587	11.2167	11.2126	11.4675	11.3774	11.3479
HAUS7	8.3866	7.4477	7.4111	7.6972	7.2286	7.0843	7.7405	7.0058	7.9678	7.174	8.1065	7.9172	7.4773	7.8603	7.0488	7.2823	7.428	7.1301	6.8958	7.564
PTPRO	3.7229	5.6768	4.6605	7.1024	2.1237	5.5185	6.0457	5.0914	6.1422	7.1499	6.2221	6.1866	6.245	8.1045	4.76	6.5042	5.8133	5.528	5.8905	6.0498
PTPRN	4.4383	5.652	4.4592	3.552	1.6494	3.2541	4.0586	2.9498	3.3953	1.1996	4.7223	2.1326	1.8261	0	1.518	0.5733	1.6983	0.4923	0.4413	0
PTPRM	8.6217	9.7264	9.788	9.6684	7.8849	7.7564	10.2482	9.3406	9.0337	10.0416	10.1432	11.4605	12.309	11.8667	11.6447	12.2908	12.0043	12.402	10.8009	11.2173
DTWD2	7.2753	8.8747	8.2519	8.3245	8.6798	6.3599	8.366	8.6035	8.7069	8.1983	7.2247	7.1578	7.611	7.41	8.1631	8.0119	7.7851	7.8169	7.8633	7.3061
LOC100128977	0.7467	3.7237	0.4974	4.5612	2.3129	0	0	5.4071	0.3758	2.1909	5.4231	1.0897	0	0	3.431	2.2937	0	0	1.4798	2.4621
DTWD1	8.3979	9.0078	7.0569	8.4228	8.4358	8.1783	8.9359	8.6812	7.7134	8.2879	8.8713	8.7799	8.9164	8.8878	8.6434	8.832	8.9167	9.4328	9.5008	9.105
LASS1	5.6889	1.2069	7.1759	2.5133	7.524	5.1094	1.7696	1.3427	4.7936	3.1449	4.6659	4.0067	3.023	2.5562	4.2977	3.0538	2.2161	1.6872	4.1702	2.8359
LASS2	12.4788	13.1179	13.3014	13.5508	13.4173	12.0873	13.7828	14.4006	13.5386	12.0728	12.2625	12.2221	11.8575	11.7106	12.3461	11.6868	11.7386	11.7059	12.0833	11.9128
IFT27	8.5802	8.8707	9.6018	8.372	9.4292	8.3524	8.8963	9.4732	9.6051	8.7467	9.0786	8.8332	8.3968	8.3814	8.7766	8.3994	8.6813	8.5606	8.7192	8.4491
IFT20	8.1232	8.3191	8.4682	8.5814	8.2184	8.4739	8.4767	8.7344	8.9109	8.3154	8.9326	8.4885	8.435	8.3877	8.0301	8.3016	8.3134	7.6651	8.4248	8.3101
CPM	11.3469	8.1344	8.184	10.4739	12.3248	9.403	8.7041	7.519	7.7378	8.5272	9.2403	11.4495	12.7367	12.7635	12.3689	12.04	12.0242	13.8427	10.1927	10.264
LASS6	10.0643	12.6789	11.6215	11.5235	12.4163	9.8096	11.9566	12.5601	12.7022	12.152	10.2271	9.776	9.9312	9.5581	11.197	10.4856	9.9413	10.9983	10.3519	9.6992
CPO	1.2363	2.5354	3.2069	2.67	3.4288	2.6146	0	3.7704	0	2.5515	2.0616	2.6475	2.1904	3.4994	1.9244	2.1425	2.0507	4.1099	2.1947	1.6345
LOC25845	8.0971	8.0609	8.9612	8.0134	9.4564	8.4048	8.6108	8.8164	8.1171	7.9235	8.5653	7.8709	7.329	7.0787	8.2795	7.6424	8.0298	7.511	8.0995	8.2164
KBTBD13	0	0	0	0.8208	0	0	0.8506	0	0	0.4051	0	0	0.5938	0	0.5519	0.5733	0	0	0	0.3793
CPD	11.5008	11.808	11.971	12.0197	12.3961	10.2274	11.367	11.8886	12.0729	13.6862	11.1964	11.3666	12.0156	11.9285	12.24	11.931	11.746	12.3412	11.8412	11.526
CPE	10.8043	10.3043	10.6435	10.7284	9.1237	8.8748	12.5482	8.8396	9.6954	11.1656	12.2016	11.9086	12.0409	12.1582	11.5619	12.5431	11.957	12.4686	12.0833	12.7546
TCN1	2.6835	13.9166	2.9998	5.1335	2.5569	2.5103	2.4377	5.6115	3.0253	7.5223	9.0383	11.1349	1.6025	2.6217	10.367	7.5271	7.0748	0	12.9958	8.4101
LOC84740	9.3044	3.4082	3.0736	2.1596	1.7885	9.5675	0	2.8505	2.4529	3.5138	2.3635	2.0059	2.3487	2.0403	3.0847	2.2966	2.6795	2.2216	3.367	2.0057
CPZ	6.0757	7.1704	6.9696	8.492	3.911	5.2697	6.881	7.0359	7.1471	8.1128	9.235	8.6153	5.7536	9.257	9.0957	8.9981	8.4018	7.3183	9.3681	8.694
GAPVD1	9.9566	10.5583	9.9011	10.2279	10.7906	9.9942	10.3845	10.7074	10.2121	10.8348	10.0334	9.9521	10.4061	10.3782	10.4092	10.552	10.3172	10.7448	10.2746	10.2064
YIPF6	8.5175	8.7834	8.801	8.6572	9.5405	8.1263	9.1387	9.2005	9.5029	8.6499	7.8003	7.6354	8.8511	8.4275	8.9552	8.5758	8.3961	8.9634	8.5057	8.2005
?|404770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL7L1	10.1437	10.0657	9.9499	9.4142	10.8945	10.2912	10.0156	10.3919	10.3421	10.259	10.0866	9.5812	9.7702	9.7693	10.1273	10.0475	10.1782	10.159	10.0195	10.1005
CYP46A1	3.1371	3.4053	5.7018	4.3057	2.6299	3.188	3.2378	3.0469	3.1753	3.8371	4.6142	5.9438	6.5258	5.1512	5.6008	6.6585	5.9662	6.0896	4.8887	4.4023
PPY2	0	0	0	0	0.3844	0	0	0	0.3758	0.4051	0	0	0	0	0	0	0	0	0	0
AQPEP	2.3414	0	3.4739	4.9659	0	3.0461	0	2.3322	2.2834	1.5583	4.4563	8.7176	10.5229	9.6973	8.8288	9.508	10.1	11.5256	7.3621	7.4564
MRPL41	8.8614	8.7011	7.7432	9.5197	8.7923	10.0329	8.8681	8.4818	9.3095	8.531	9.1392	9.735	9.0262	9.034	8.3724	8.6014	8.6233	8.7068	7.5251	8.3355
N6AMT2	6.706	7.7136	7.9968	7.2477	7.1899	6.3524	6.8662	7.5483	7.2579	6.9639	7.7025	7.5598	7.9627	7.6211	6.949	7.3356	7.2467	7.2849	7.9092	7.5822
RTN4R	7.4137	5.7132	7.4146	6.0391	4.668	6.397	6.2113	5.9434	7.1532	5.2947	5.8457	5.8807	4.0246	4.8753	3.8122	5.5504	3.9835	3.7663	4.6423	5.4789
DMPK	8.8698	9.4086	9.0055	9.1245	8.5234	8.3933	9.3045	9.0512	9.4688	8.8415	9.5407	9.5512	9.5692	8.5073	8.947	9.0308	8.8508	8.5715	7.7552	8.8923
RAD9B	5.1666	4.5918	4.1266	4.3872	6.1664	5.0824	5.6204	4.9097	6.4673	4.5465	5.0881	4.1639	4.2728	4.3271	4.8087	4.7209	4.579	4.359	5.5812	4.795
UBXN8	7.1807	8.0981	6.5678	8.2736	7.6811	6.2829	8.5144	8.197	7.014	7.8447	7.4003	7.5395	8.0205	7.9892	7.2609	7.9872	7.5075	7.9027	7.7189	7.3306
BANK1	3.1371	2.64	2.5705	3.35	0.3844	2.1428	1.3821	3.4535	5.6031	7.9353	5.335	8.1102	9.2929	7.2725	7.9239	8.4015	8.0525	9.4828	5.8553	6.6514
WASF3	7.876	7.2511	8.7412	7.5894	8.6979	5.1534	4.6723	7.1523	7.9453	8.1563	8.2091	10.0909	11.4735	9.8496	10.4003	10.473	10.6751	11.0361	9.6289	9.6764
SIRPG	3.2949	1.6693	2.1022	3.5984	0	3.2541	2.7274	1.3864	2.5263	7.2206	3.7759	4.9583	3.668	3.209	2.2412	4.096	4.175	3.0566	3.6381	4.1569
PRSS36	5.0085	5.9144	3.647	5.979	5.2222	5.505	3.8332	6.3667	5.3739	4.0211	5.6406	6.3944	4.9561	7.0323	4.8559	5.931	5.8017	5.1851	4.7227	5.6179
DOC2A	6.2582	4.6987	6.0252	5.4805	7.7707	6.876	5.5178	5.6059	0.3988	5.1493	5.4345	3.9767	0.6369	0	5.7116	3.069	5.274	2.3376	4.0615	3.039
OR5J2	0	0	0	0	0	0	0	0	0	0	0	1.0897	0	0	0	0	0	0	0	0
LOC127841	1.0122	2.019	0	0	0.3844	0	0.4871	1.2298	2.2834	0.4051	0.3978	0.8092	0	0	0	0	0.5351	0	0	0
DOC2B	2.1343	2.3002	6.7987	3.6433	1.7834	0.8907	5.7659	2.1692	1.6243	5.2947	5.3797	6.4881	6.1756	6.3195	5.9874	6.7199	6.4832	7.0124	5.9334	6.9113
PRSS35	2.3414	3.2151	2.7578	3.552	1.3371	2.6146	2.6371	1.5278	2.9158	3.1866	4.0766	1.7034	4.0246	3.8989	3.9491	4.0112	1.6983	4.4953	3.314	3.8001
PWRN2	0	0	0	0	0	0	0	0	0	0	0	0.4606	0	0	0	0	0	0	0	0
TAF1B	7.9609	8.4633	7.7922	7.6865	8.0569	8.2284	7.2967	8.398	8.6883	7.9543	7.6511	7.264	7.9509	8.4189	7.8846	8.112	7.5496	7.6948	8.1408	7.909
MUTED	9.0045	8.5797	8.3875	8.2807	8.5976	8.1633	8.3712	7.9927	8.1943	8.3946	8.526	8.4153	8.4141	8.3903	8.2562	8.4506	8.5265	8.4459	8.9755	8.7454
RNASEH1	8.9201	7.643	7.5154	8.0499	7.2548	9.3957	7.9114	7.94	8.0672	8.0875	7.6047	7.7708	8.4291	8.2212	8.0761	7.9421	8.0886	8.0888	7.7214	7.8444
DMP1	1.7541	0.5222	3.1411	1.3407	3.2552	0	2.3266	0	0.9204	0.4051	0	0	0	1.0221	0	0	0.5351	0	0.4413	0
GPR151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6793
RRP7A	9.0559	9.0041	10.5264	8.8238	10.0985	10.3669	9.3839	8.8165	10.1313	9.1298	9.6382	9.717	9.8756	9.2225	9.3903	9.0535	8.7848	7.9953	9.0736	8.724
RPGRIP1	4.5469	2.5354	3.4973	2.9096	4.9786	3.188	3.792	4.2902	3.9616	4.331	3.9638	3.2133	2.6068	3.9479	3.431	3.5526	3.4434	2.8278	3.8676	3.2809
F3	8.6658	8.0395	9.6011	8.5418	7.2777	6.7228	11.2876	7.5169	6.1361	9.5672	11.0076	10.824	10.7752	10.7075	11.397	10.6806	11.3749	11.4274	10.3354	10.7127
ABLIM1	12.3519	11.0723	10.481	11.5766	8.0896	11.2845	10.5256	11.6914	11.3569	12.0332	11.8215	12.5879	13.3213	13.183	12.7676	12.9053	12.9245	13.1627	13.4175	13.1074
MAMSTR	5.2332	3.9844	4.4592	4.4134	5.9123	5.3013	5.6085	3.6824	4.3463	4.3076	4.6142	4.2802	3.1106	5.5822	3.7636	3.9212	4.6058	4.3006	5.3348	4.8105
ABLIM3	6.4944	10.1969	10.5633	10.04	9.0147	5.1876	10.666	10.9899	9.488	9.5208	10.3894	11.0593	11.8055	11.6047	11.2584	11.8762	11.595	12.4417	10.5867	10.6234
ABLIM2	6.5633	5.331	8.1257	6.6529	5.7334	5.1706	6.9899	7.006	5.9679	6.4994	7.09	6.9715	6.884	6.009	5.5152	6.8167	6.4089	5.8664	5.7915	6.6514
PAH	1.2363	0.5222	3.9838	0.8208	5.41	0	7.1247	4.7312	0	3.7354	3.1597	1.8611	1.3377	1.3485	2.9981	2.1425	1.8853	0	3.4619	3.409
SLC30A10	0.7467	0	0.4974	0	0	0	0	0.3438	0.3758	0	0	1.0897	0.5938	0	0	0	0	0	0.4413	0.3793
GPR156	2.6053	2.5354	1.9567	3.35	0.6876	6.033	0.4871	0	5.5583	2.5515	3.1597	1.5264	2.7226	1.8389	2.5008	2.5556	3.5579	2.4524	3.6381	3.0904
FAM172A	9.0243	9.7062	8.9063	9.8271	9.6097	8.2709	8.3031	9.9739	8.8148	9.2141	9.3754	9.541	9.8487	9.8399	9.9558	9.8836	9.5211	10.2345	10.0289	9.7192
PRSS38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5351	0	0	0
LMTK3	6.2593	7.9559	7.1266	7.1692	9.9457	5.9656	8.4058	8.0184	5.3212	5.4202	7.6981	7.1804	2.9296	1.3485	7.8617	4.3926	5.8133	1.1506	5.7051	6.2512
GPR155	7.7769	9.8508	7.6248	7.5604	5.9626	5.9052	8.305	6.7632	7.1592	8.1726	8.1667	7.9548	8.9225	8.4383	8.3416	8.8535	8.4114	8.9217	8.1876	8.2034
STEAP4	12.2907	11.7481	11.0743	9.0112	4.2718	6.033	11.6392	5.9243	9.6839	9.7092	11.5556	11.121	11.4231	12.1072	11.4064	11.9423	10.7616	12.646	11.3576	12.0199
F7	5.5369	8.4633	3.6937	7.0323	5.0991	1.1897	6.0102	8.0597	7.5328	6.4087	6.8998	5.3661	1.6025	3.6253	3.8122	3.8251	1.6983	2.4524	2.7495	3.1888
SNORD114-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC729082	8.3268	9.5234	7.6251	8.741	8.2344	8.9566	9.0131	9.1613	9.4616	9.1549	8.175	7.8969	9.2371	8.9855	8.8813	9.0168	8.7619	9.9048	9.0253	8.3334
UCP1	1.4303	7.8507	0	1.104	0.3844	0	0	0.8538	0	0	2.2659	5.271	0	0	3.992	3.0563	1.8853	0	1.4798	1.3239
F8	9.5936	8.2669	8.2712	8.8552	9.214	7.874	8.8755	9.0787	7.7337	9.7335	9.3973	10.3957	10.9286	11.1684	10.7094	11.0518	10.4542	11.4502	10.7696	10.5188
PIN1L	1.0122	0.9048	0.4974	0.8208	0.6876	1.8328	0.8506	0	0.6736	0.98	0.3978	1.7034	2.3429	2.2042	1.2618	0	0.9246	0.8586	0	1.1393
F9	0	0	0	0	0	0	0	0	0	0	0.3978	1.3245	0	0	0	0	0	0	0	0
LOC284009	0.7467	0	1.1603	0.468	0.6876	0.513	0.4871	0.8538	0.3758	0.7211	1.3714	1.8611	0	0	1.9244	0.9824	0.5351	0	1.052	0.6793
TOP2A	12.895	10.6476	9.2611	9.9236	10.416	11.3431	12.5468	10.0187	11.1733	12.5293	8.511	7.4678	6.1756	9.5655	8.7751	7.2176	6.7532	4.3873	7.6148	7.5103
RMRP	3.2442	7.6335	3.6937	5.0358	4.4436	2.9695	4.5038	3.9569	3.9616	3.9921	3.672	3.9698	2.9296	4.2115	2.9115	4.096	3.3826	3.6307	3.9366	4.7473
LOC284551	0.4212	2.3002	0	0	0	0	0	0.6211	3.3539	2.0847	0.3978	0.8092	0	0	0.5519	0	0	0	0	0.3793
HHIP	1.8922	2.5354	2.3553	2.7544	0.3844	0.513	0	0.8538	0.3758	1.1996	0.3978	3.0261	4.5486	4.7972	2.9981	4.92	1.8853	4.5958	2.4043	2.9847
HMGN5	7.3341	7.6656	5.2184	8.0541	5.5675	6.7911	7.5681	7.7057	7.8008	7.3496	7.6213	6.9929	7.5302	6.7302	6.7071	6.6724	6.7532	6.933	7.1855	7.2672
HMGN4	11.2061	10.2685	9.8741	10.2074	11.1561	10.9593	10.3216	10.6586	10.2318	10.5862	10.5873	10.5173	10.426	10.4538	10.6199	10.2616	10.5682	10.3759	11.1391	10.8707
HMGN3	10.6232	9.6556	8.4851	9.5937	9.1943	9.9248	8.8201	9.2685	9.6864	9.5916	10.5659	9.9936	9.8871	9.7945	9.5638	9.741	10.0989	10.4227	9.9195	10.0431
HMGN2	13.2049	12.5674	12.1665	12.6662	12.6337	11.1814	12.2058	12.3226	13.4292	12.511	12.5978	12.405	11.8094	12.049	11.9472	11.5805	11.9157	12.0525	12.4694	12.2187
HMGN1	11.9089	11.7003	11.7782	11.7756	12.3346	11.2258	11.9545	11.6372	11.7776	11.3002	12.0463	11.1176	9.7197	10.4287	10.9117	10.4535	10.7813	10.0431	11.2015	10.8944
NUDT11	3.4816	5.2002	6.4161	5.1017	1.3371	7.1093	3.792	3.6824	4.3463	4.4641	6.053	5.2136	4.7256	6.0545	5.2048	5.2135	5.492	4.0755	6.9759	6.3869
GSTZ1	8.7669	9.5893	8.6817	9.0304	9.1472	7.8232	8.0292	9.0268	9.0733	8.6145	9.4552	9.4524	8.4461	8.0522	8.4666	8.3201	8.855	8.1561	8.0772	8.3831
MX2	8.5763	7.976	7.2132	7.7699	5.6829	8.2927	7.1247	6.3808	7.7052	10.7954	9.4747	8.7194	9.2209	9.3624	9.0278	8.9605	8.3452	10.0043	9.1948	9.2091
RAB6A	10.6604	11.6245	12.2875	11.5836	12.7598	11.5376	11.0666	11.4364	11.7242	11.5332	11.4228	11.3838	11.775	11.6988	11.8903	11.752	11.4007	11.8439	11.9595	11.7563
RAB6B	7.7339	6.044	9.3274	7.0983	6.2728	6.1153	5.9078	5.905	6.1841	7.2729	7.8665	9.2165	9.5546	8.2187	9.0546	9.2362	9.337	9.0644	8.2768	8.6297
MX1	12.889	10.8135	8.7259	9.6946	7.7946	11.991	8.6958	8.4094	9.4572	13.3798	11.4849	10.4141	9.9458	9.7556	10.2215	9.622	9.4926	11.0511	10.3607	10.506
RC3H1	9.9673	9.9011	9.8389	9.8131	9.3239	10.1041	9.0276	10.7468	9.9878	10.0407	9.6951	9.7047	10.017	9.9104	10.1255	9.9668	9.7399	10.2466	10.3818	10.0429
LOC646813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHL1	5.4161	8.6767	6.0364	10.5723	1.1513	4.5096	4.5784	6.5226	7.4713	7.5069	9.6599	9.5855	10.64	10.8448	9.9872	9.9167	10.6515	11.3289	11.3661	10.8726
CRIPT	8.5929	8.7162	8.3166	8.6268	8.6711	9.5234	7.4437	8.0525	9.0741	8.0961	8.6701	8.3149	7.8237	8.1935	8.5568	8.2008	8.4076	8.677	8.8288	8.3529
IFIT5	9.4906	9.35	7.9398	8.6924	8.6915	8.2549	7.7673	8.6526	7.7216	10.2863	8.9184	9.0545	8.7727	9.6033	9.3803	9.0186	8.9313	9.8665	9.6503	9.457
TAF1L	4.8648	5.018	5.4121	4.7373	5.4709	4.0704	4.9966	5.5382	5.4347	5.2339	4.2551	3.862	5.4006	4.9494	5.6008	5.1944	5.0971	5.8764	5.3476	4.7473
IFIT3	10.1398	9.4931	7.5913	8.4164	7.0137	9.334	7.7753	7.6484	8.8262	12.1039	9.661	9.4891	9.9905	10.1039	9.6144	9.707	9.5533	11.2165	9.8026	9.9604
FAM66D	2.0947	1.4565	3.6298	2.1534	4.0269	0.513	3.9401	3.2064	2.369	1.1996	4.3397	2.7316	2.1904	2.0331	2.2412	3.2163	2.6259	2.8669	2.6707	2.3812
IFIT1	10.2113	9.9941	7.7869	8.1909	6.4138	9.4443	7.1412	7.733	8.5588	12.3693	9.8476	9.4601	10.0085	9.7374	9.2227	9.7817	9.2005	10.9955	9.7229	9.7001
LOC285548	5.7699	2.4226	0.4974	2.0234	0	0.8907	0	1.7746	2.5263	0.4051	0	0.4606	0	0	0	0	0	0	1.2817	0.3793
LOC728410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC541473	1.9118	1.6066	1.984	2.664	3.0386	2.8524	1.6946	2.7217	1.2332	2.8772	2.6069	2.7931	0.7195	1.4472	2.9168	1.6061	2.2147	1.7514	1.9158	2.1641
DULLARD	11.234	10.6764	9.81	10.9872	10.6798	11.4358	11.0135	10.6438	10.4399	10.6376	10.9917	11.1727	10.958	11.1039	10.7206	10.7821	10.9509	11.02	10.8792	11.1205
P2RY10	3.0213	4.4551	3.3302	4.8179	0.9379	2.8886	2.0748	4.2085	2.9715	7.8406	3.5599	4.5355	4.669	2.6217	3.2308	3.6678	3.5018	2.0886	4.3193	4.698
KIAA0368	11.1716	11.9627	11.4082	11.7219	11.9438	11.1758	11.4068	12.3032	12.2459	11.9421	11.6396	11.6755	12.313	12.0529	11.9682	11.9652	11.9724	12.6053	11.9764	11.7656
EFTUD2	11.6958	10.8737	11.3473	11.0007	11.2288	11.3288	11.8188	10.7439	10.6543	10.5849	10.7194	10.8192	10.5716	10.795	10.696	10.609	10.6479	10.665	10.7101	10.7322
EFTUD1	10.6912	9.9076	10.4055	9.4503	9.636	9.3359	9.9521	9.6936	9.2856	9.6013	9.6324	9.1358	9.4012	9.1193	8.8396	9.117	9.333	9.1802	9.3066	9.2896
ISG15	10.5538	9.292	7.9006	8.4099	6.9931	10.2382	7.1535	7.8094	10.0146	11.2418	9.7689	8.7995	7.5959	8.0009	7.6403	7.3092	6.7532	7.9884	6.2023	7.8908
TOX3	4.0526	8.5549	9.403	9.608	9.2635	0	11.0672	9.9228	7.8065	7.6558	7.5149	6.932	2.1904	2.3572	7.4146	6.0841	6.4465	3.4811	6.1524	7.427
TRIM13	8.4458	10.1334	9.6199	9.603	9.4397	8.7285	8.4046	9.8157	9.233	9.5935	9.5088	9.3452	9.456	9.6092	9.5014	9.6713	9.4439	9.5918	9.9835	9.6262
SNAR-A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP1LC3A	7.8359	7.4868	7.8906	8.3836	8.5222	9.2281	9.8497	7.7779	6.7325	7.6348	8.7144	9.1232	8.6464	8.1705	8.1033	8.4405	8.5509	8.1375	7.4997	8.5182
MAP1LC3C	2.3414	2.829	1.4042	3.5041	0	2.1428	0.8506	1.5278	1.1311	3.626	5.0881	5.8148	6.986	8.3407	5.1864	6.3829	6.3144	9.0165	7.6892	5.9269
FAM66A	0.4212	2.019	2.3714	1.8806	0	0	2.663	3.1814	0	1.3901	1.877	1.0897	0.5938	0	0	0.9824	2.4569	2.0495	2.5872	1.3239
PIM2	8.2059	7.5112	7.0569	7.173	8.0928	7.6283	6.8957	7.6581	7.8369	9.3812	9.1212	8.2716	6.9025	6.2032	7.4876	7.7945	8.1515	6.5995	8.3562	9.1877
DAOA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXW8	8.7936	9.0828	9.4074	9.008	9.5916	8.8104	9.2655	9.6245	9.2571	9.2537	8.8316	8.5703	8.5922	8.0772	9.0634	8.9276	8.8814	8.5883	9.103	8.8628
GGTLC1	1.4303	2.019	1.9567	1.7221	0	0	2.3266	2.1692	2.0953	0.98	0.9652	3.8242	0	0	0.5519	0.5733	1.4834	0	1.2817	0.6793
THRB	7.8143	9.1273	9.6712	10.3725	9.5226	4.2101	8.9072	9.7053	9.6351	10.1138	10.0425	9.9969	10.9562	10.3154	10.6122	10.5217	10.6822	10.8323	11.1527	10.5054
GGTLC2	5.393	6.6121	4.8781	5.5062	1.7834	3.0461	5.4319	6.1543	6.2976	5.0199	5.2889	8.1432	2.1904	3.741	4.261	3.8251	4.6322	1.9436	4.5572	4.8105
GPS1	10.6775	10.2319	9.9678	10.611	10.0709	10.8788	11.2785	10.5264	10.4284	10.2791	10.6759	10.9248	10.5453	10.2337	10.0482	10.4318	10.372	10.2369	9.9068	10.3176
SLCO1A2	0.4212	0	1.9567	1.7221	0.6876	3.9951	0	0	0	1.1996	4.2789	3.5275	1.6025	0	3.431	0.9824	5.4629	0.4923	7.894	5.6614
BRCC3	10.3232	9.7167	9.6958	9.1185	9.6388	8.2769	10.2013	9.7406	9.9015	9.2228	9.573	8.9398	9.0049	8.7268	8.873	8.8851	8.934	8.8799	9.2158	8.9791
TWISTNB	9.7351	9.0452	9.3181	9.0823	8.9476	9.5049	9.1832	9.7029	8.4924	9.4597	8.9632	8.5874	8.6968	8.6931	9.2294	8.7379	8.9193	8.9058	9.4793	9.3164
SNORD115-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF346	6.706	7.9303	7.7487	8.1776	8.5483	7.2973	7.7459	8.441	7.8684	8.1215	8.1919	7.8505	7.5652	7.6511	7.8588	7.8382	8.2505	7.7311	8.4057	8.0742
SNORD115-26	0	0	0	0	1.5017	0	0	0	0	0	0	0.4606	0	0	0	0	0	0	0	0
GDI2	12.6163	12.4695	12.6393	12.8007	12.3455	14.1957	12.3815	12.4964	12.5824	12.5868	12.5059	12.499	12.722	12.777	12.3165	12.4072	12.373	12.3779	12.9553	12.4993
SMAP2	9.3319	10.2444	10.0007	10.2214	9.9403	8.4348	9.9597	10.5532	9.7261	11.3545	10.717	10.5958	10.5024	10.4146	10.3548	10.4318	10.2639	10.1373	10.2258	10.3009
GDI1	11.4461	11.2197	11.8882	11.1088	11.8842	10.9318	11.428	11.5527	11.8365	11.567	11.5647	11.3247	10.9934	11.1147	11.1431	10.9874	11.1956	11.0852	11.1137	11.2969
ARL5A	8.9698	9.7903	9.4807	9.865	9.3798	9.1694	9.5211	9.6299	10.0352	10.0042	9.2136	9.3505	9.5448	9.9135	9.9985	9.7312	9.3158	10.2471	9.7804	9.647
