internal1	70.0
internal6	15.0
internal7	6.0
internal8	3.0
internal12	6.0
internal9	4.0
SM200303_4_006	17.0
SM200303_4_029	12.0
internal11	3.0
internal4	5.0
SM200303_4_090	16.0
internal2	3.0
SM200303_4_005	16.0
SM200303_4_018	11.0
internal10	5.0
SM200303_4_042	27.0
SM200303_4_078	19.0
internal5	4.0
SM200303_4_041	12.0
SM200303_4_066	21.0
internal3	7.0
SM200303_4_065	20.0
SM200303_4_089	18.0
SM200303_4_053	22.0
SM200303_4_017	26.0
