internal1	62.0
internal2	10.0
internal3	8.0
internal8	12.0
internal10	9.0
internal9	8.0
internal5	7.0
SM200303_4_012	60.0
SM200303_4_059	18.0
internal6	10.0
SM200303_4_024	25.0
SM200303_4_047	26.0
internal7	7.0
SM200303_4_095	19.0
internal4	10.0
SM200303_4_035	20.0
SM200303_4_071	20.0
SM200303_4_060	17.0
SM200303_4_083	34.0
SM200303_4_036	22.0
SM200303_4_072	38.0
