logFC	AveExpr	t	P.Value	adj.P.Val	B
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	-0.126575830800021	-0.0435068117393137	-1.0105150340685	0.320626025841567	0.656528380323965	-5.43422469392351
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.118289913575507	-0.0620500482859313	0.999130001653508	0.326015738116523	0.656528380323965	-5.44481946804268
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	0.112057948296596	-0.0187047153019273	0.996794532030719	0.327128977591001	0.656528380323965	-5.44697905594477
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	-0.135838555338799	-0.046552619640413	-0.986176110726972	0.332223147961914	0.656528380323965	-5.456738592028
KEGG_MTOR_SIGNALING_PATHWAY	0.123536936125114	-0.0733270672632794	0.980754630062637	0.334844791258337	0.656528380323965	-5.46168405724365
KEGG_NOTCH_SIGNALING_PATHWAY	0.126071229548184	-0.0477424202418882	0.977818112595888	0.33627063382447	0.656528380323965	-5.46435214716062
KEGG_JAK_STAT_SIGNALING_PATHWAY	-0.100346627790692	0.0123125943478648	-0.927305525232714	0.361440051391809	0.697366687391255	-5.50907683662705
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.107798137064879	-0.0340531788042959	0.912826073609035	0.368878720900737	0.700897684105745	-5.5214872406228
KEGG_LEISHMANIA_INFECTION	-0.117281359804542	-0.044039050888262	-0.907158148294585	0.371817673885365	0.700897684105745	-5.52629525744676
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.122312566923798	-0.0611907990484909	0.884204639408191	0.3838753162424	0.715403998451745	-5.54547796352139
KEGG_ADHERENS_JUNCTION	0.103772798354807	-0.0580431494183215	0.865907740333614	0.393665240307653	0.725405611353427	-5.56043667480363
KEGG_CHEMOKINE_SIGNALING_PATHWAY	-0.0979309049185727	-0.012668246867005	-0.853866637183767	0.400194005137912	0.725514156256831	-5.57011950635481
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.0912870223409573	-0.00781567306307364	0.842656106057041	0.406333639921384	0.725514156256831	-5.57901894394784
KEGG_ABC_TRANSPORTERS	0.100500061044743	-0.0113465588059383	0.830578045202599	0.413014238926148	0.725514156256831	-5.5884821645199
KEGG_TGF_BETA_SIGNALING_PATHWAY	-0.0971526304472687	-0.0362426095762398	-0.81103217648249	0.423969503954849	0.725514156256831	-5.60352125023484
KEGG_PRIMARY_IMMUNODEFICIENCY	-0.103176756345493	-0.037383890847564	-0.810836560866101	0.424080041631136	0.725514156256831	-5.6036700391727
KEGG_APOPTOSIS	-0.0998060502284524	-0.0493308080256151	-0.810156962134015	0.424464204359829	0.725514156256831	-5.60418668916742
KEGG_NUCLEOTIDE_EXCISION_REPAIR	-0.0875674472683763	-0.0472037263935923	-0.809755552196761	0.424691213418633	0.725514156256831	-5.60449165842542
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	-0.10018959187732	-0.00357422818647261	-0.801723946793486	0.429248997909872	0.725740573785763	-5.61056336219705
KEGG_NON_SMALL_CELL_LUNG_CANCER	0.0903609589745485	-0.0601246231124297	0.791897968015632	0.434865575668462	0.727367047923296	-5.61791306606021
KEGG_SELENOAMINO_ACID_METABOLISM	0.103722802568734	-0.0511843571080792	0.771614786034363	0.446599851540155	0.727367047923296	-5.63281078059302
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.0947555136102319	-0.00792937685464099	0.768034513492121	0.448690654082819	0.727367047923296	-5.63540205606042
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	-0.10212493548261	0.0137092353010301	-0.76349699179342	0.451348855278637	0.727367047923296	-5.63866957912937
KEGG_COLORECTAL_CANCER	-0.0952957799421885	-0.0584227061390563	-0.761155026480565	0.452724502795972	0.727367047923296	-5.6403488015412
KEGG_PARKINSONS_DISEASE	0.0975566337532293	-0.0729517254126223	0.740130679888356	0.465185135159043	0.727367047923296	-5.65520201070936
KEGG_PENTOSE_PHOSPHATE_PATHWAY	0.0931839726335907	-0.013035694482304	0.736810156731894	0.467171333871875	0.727367047923296	-5.65751137297178
KEGG_HUNTINGTONS_DISEASE	0.0909839654281117	-0.0585265504760326	0.736263564599847	0.467498756378568	0.727367047923296	-5.65789056170339
KEGG_CARDIAC_MUSCLE_CONTRACTION	0.0807953312159856	0.0404065484576363	0.731883289866786	0.470127482194326	0.727367047923296	-5.66091953607275
KEGG_ALZHEIMERS_DISEASE	0.0892924405561215	-0.0633931151658439	0.720030819604343	0.477283408716793	0.730426960590961	-5.6690284262056
KEGG_OOCYTE_MEIOSIS	-0.0768688929658574	-0.0340890346699434	-0.713894259929251	0.48101287648673	0.730426960590961	-5.67317671217105
KEGG_PATHWAYS_IN_CANCER	-0.0767187122152362	-0.0519533108557311	-0.684766966287777	0.498940777279983	0.748021855854741	-5.69239974756123
KEGG_AUTOIMMUNE_THYROID_DISEASE	0.0818525887187915	0.0125782436731445	0.674400401879085	0.505410545835923	0.748021855854741	-5.69905479568328
KEGG_PRION_DISEASES	0.076842437338487	-0.00161354413478053	0.673007980729804	0.506283085365099	0.748021855854741	-5.69994121612178
KEGG_VIBRIO_CHOLERAE_INFECTION	0.0829190630921407	-0.0352326734191829	0.662012275213329	0.513202577521938	0.75147520279998	-5.70687886121478
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.0790395906961483	-0.0561367940494922	0.645587231292883	0.523634524999838	0.759965151327199	-5.7170359464672
KEGG_VEGF_SIGNALING_PATHWAY	-0.0699199695923087	-0.0471908289358633	-0.628147586595305	0.534834986118814	0.769411734416539	-5.72754953789071
KEGG_O_GLYCAN_BIOSYNTHESIS	0.0669310043875937	0.00154443179361931	0.580430356084232	0.566118513351504	0.807334227736058	-5.75488452434767
KEGG_PANCREATIC_CANCER	-0.0667218516886792	-0.0556748572249202	-0.565600803772253	0.576026026008197	0.814381622977106	-5.76295105871942
KEGG_ECM_RECEPTOR_INTERACTION	-0.079165342781457	-0.0658197795006752	-0.556219255148611	0.582337961428794	0.816268595507028	-5.76794886302286
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	-0.0867799239321515	-0.0720957375813154	-0.536134061763001	0.595964513954824	0.828289663462637	-5.77837393713912
KEGG_GALACTOSE_METABOLISM	0.0685275002145369	-0.0524003959087242	0.525233744136488	0.603423219451585	0.831608470504705	-5.78387456143348
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.0650636998441112	-0.0296468594939004	0.514387338023095	0.610888600710865	0.834881087638182	-5.78923808169192
KEGG_RIBOSOME	-0.073601141724646	-0.0767778828738523	-0.498751738481866	0.621725486587585	0.842669254548463	-5.79677664861945
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	-0.061830809020314	0.000371314333471146	-0.470584718752143	0.641466033562551	0.847457929506514	-5.80978028539346
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	-0.061783533461754	-0.0912654766508483	-0.465583582835176	0.64499965102766	0.847457929506514	-5.81201142758531
KEGG_N_GLYCAN_BIOSYNTHESIS	-0.0563082076970545	-0.0522296957883886	-0.465046440035567	0.645379680525	0.847457929506514	-5.81224966658097
KEGG_PROSTATE_CANCER	0.0546587238107487	-0.0712317220156155	0.462989211102067	0.646836074700911	0.847457929506514	-5.81315960615317
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	0.0664449487806671	-0.0107599396985644	0.456983733852358	0.651095726328176	0.847457929506514	-5.81579319040381
KEGG_FOCAL_ADHESION	-0.0566346168410175	-0.0662324524004983	-0.43690458379831	0.665424370127863	0.85928816299976	-5.82435253930177
KEGG_MELANOGENESIS	0.0493551658950844	-0.0274099543485922	0.428739746294431	0.671288245481991	0.860088064523801	-5.82772462856326
KEGG_TYPE_I_DIABETES_MELLITUS	0.0499797720697831	-0.00816579520280415	0.416462336507514	0.680145406715345	0.864680982180749	-5.8326770635506
KEGG_GLIOMA	-0.045609171460453	-0.046947250352642	-0.389373322128494	0.69985152135842	0.882889611559853	-5.84310140706804
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	-0.0422928763931005	-0.0204923443235186	-0.375337832913566	0.710147123065006	0.886968837288911	-5.8482299561602
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.0442044199771839	-0.0312454312883585	0.370238369404907	0.713901747086196	0.886968837288911	-5.85004715476406
KEGG_MAPK_SIGNALING_PATHWAY	-0.039641305725411	-0.0256186831237506	-0.361651897886084	0.720240243625946	0.888115789132746	-5.85305134424376
KEGG_MISMATCH_REPAIR	-0.0374661651864226	-0.075443455279624	-0.295146729322632	0.769989622666104	0.937098567519356	-5.87395174044026
KEGG_MELANOMA	-0.0325307967747814	-0.0102562552900556	-0.290234185372048	0.773707344162147	0.937098567519356	-5.8753289022673
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	-0.0355087886272706	-0.0483256620547081	-0.285749395985352	0.777106129162393	0.937098567519356	-5.87656609083702
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	-0.0343116296270262	-0.0786109858236769	-0.274708631134058	0.785492368317713	0.93998445906447	-5.87953021464755
KEGG_WNT_SIGNALING_PATHWAY	0.0305894753919852	-0.0508487479425365	0.26752563817589	0.79096253262742	0.93998445906447	-5.88139628220005
KEGG_THYROID_CANCER	-0.0286291636770416	-0.0415236627577494	-0.249713948308811	0.804573190694981	0.949280599093359	-5.88581134617006
KEGG_HEDGEHOG_SIGNALING_PATHWAY	0.0242440426171044	-0.0104780351923525	0.200504760956939	0.842488726042507	0.96779855313863	-5.89643469911293
KEGG_ENDOCYTOSIS	0.0242955797578571	-0.0384400989208656	0.200091702522545	0.842808757507375	0.96779855313863	-5.89651407519704
KEGG_ENDOMETRIAL_CANCER	0.023200358594494	-0.0538379183858576	0.198846930726552	0.84377335302851	0.96779855313863	-5.89675229190348
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	-0.0234125256130026	-0.0307127757998791	-0.192942021460209	0.848352506734628	0.96779855313863	-5.89786214209638
KEGG_CALCIUM_SIGNALING_PATHWAY	-0.0207692418971149	0.0371176931264544	-0.186237272905903	0.853558452078336	0.96779855313863	-5.8990818758846
KEGG_DILATED_CARDIOMYOPATHY	-0.0218169950333576	0.00664294685799667	-0.16653303143315	0.86889596733151	0.96779855313863	-5.90241741424269
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	-0.0200406647195069	-0.0493309216079219	-0.161070708330576	0.873157245114211	0.96779855313863	-5.903276251048
KEGG_GAP_JUNCTION	0.0164540440731348	-0.00281133152988705	0.138312963671677	0.890951330090212	0.96779855313863	-5.90654672626504
